Frame,Visibility,X,Y,Hit,Reason
0,1,902,305,0,
1,1,918,277,0,
2,1,917,263,0,
3,1,920,259,0,
4,1,909,253,0,
5,1,918,258,0,
6,1,917,259,0,
7,1,915,263,0,
8,1,920,257,0,
9,1,925,258,0,
10,1,909,269,0,
11,1,903,275,0,
12,1,906,290,0,
13,1,905,302,0,
14,1,905,313,1,Accel+Ramp
15,1,927,315,0,
16,1,1004,524,0,
17,1,1004,545,0,
18,1,971,596,0,
19,1,979,618,0,
20,1,977,624,0,
21,1,985,622,0,
22,1,984,603,1,Ypeak+Ramp
23,1,1001,579,0,
24,1,1007,557,0,
25,1,1020,528,0,
26,1,1020,510,0,
27,1,1023,492,0,
28,1,1023,480,0,
29,1,1027,468,0,
30,1,1027,460,0,
31,1,1027,453,0,
32,1,1031,450,0,
33,1,1035,450,0,
34,1,1035,450,0,
35,1,1046,459,1,Ypeak+Ramp
36,1,1057,468,0,
37,1,1042,457,0,
38,1,1005,453,0,
39,1,977,450,0,
40,1,956,442,0,
41,1,930,437,0,
42,1,911,437,0,
43,1,896,442,0,
44,1,877,450,0,
45,1,862,457,0,
46,1,847,468,0,
47,1,825,480,0,
48,1,810,495,0,
49,1,795,510,0,
50,1,780,525,0,
51,1,765,540,0,
52,1,750,557,0,
53,1,738,581,0,
54,1,723,603,0,
55,1,712,622,0,
56,1,705,645,0,
57,1,690,667,1,Ypeak+Ramp
58,1,711,615,0,
59,1,757,487,0,
60,1,795,390,0,
61,1,817,325,0,
62,1,840,270,0,
63,1,862,228,0,
64,1,877,187,0,
65,1,896,153,0,
66,1,907,123,0,
67,1,922,101,0,
68,1,937,78,0,
69,1,945,62,0,
70,1,960,45,0,
71,1,967,33,0,
72,1,977,21,0,
73,1,990,15,0,
74,1,997,10,0,
75,1,1007,6,0,
76,1,1015,6,0,
77,1,1027,6,0,
78,1,1035,10,0,
79,1,1042,15,0,
80,1,1050,18,0,
81,1,1057,26,0,
82,1,1065,37,0,
83,1,1072,45,0,
84,1,1080,60,0,
85,1,1083,71,0,
86,1,1091,86,0,
87,1,1095,105,0,
88,1,1102,120,0,
89,1,1106,138,0,
90,1,1110,153,0,
91,1,1117,175,0,
92,1,1121,195,0,
93,1,1125,213,0,
94,1,1128,232,0,
95,1,1132,258,1,Ypeak
96,1,1140,255,0,
97,1,1147,217,0,
98,1,1151,187,0,
99,1,1155,165,0,
100,1,1162,150,0,
101,1,1166,135,0,
102,1,1170,127,0,
103,1,1173,120,0,
104,1,1177,111,0,
105,1,1177,111,0,
106,1,1181,111,0,
107,1,1181,111,0,
108,1,1185,116,0,
109,1,1185,120,0,
110,1,1185,127,0,
111,1,1185,138,0,
112,1,1188,150,0,
113,1,1188,161,0,
114,1,1188,175,0,
115,1,1188,195,0,
116,1,1185,210,0,
117,1,1185,232,0,
118,1,1185,251,0,
119,1,1185,276,0,
120,1,1185,300,0,
121,1,1181,325,0,
122,1,1181,351,0,
123,1,1177,382,0,
124,1,1177,411,0,
125,1,1171,437,0,
126,1,1163,451,1,Ypeak+Ramp
127,1,1151,463,0,
128,1,971,445,0,
129,1,940,441,0,
130,1,907,442,0,
131,1,881,442,0,
132,1,855,446,0,
133,1,836,450,0,
134,1,817,453,0,
135,1,802,457,0,
136,1,791,465,0,
137,1,780,472,0,
138,1,768,480,0,
139,1,761,495,0,
140,1,753,502,1,Ypeak
141,1,742,480,0,
142,1,742,460,0,
143,1,742,450,0,
144,1,742,435,0,
145,1,742,420,0,
146,1,738,411,0,
147,1,735,401,0,
148,1,735,397,0,
149,1,731,393,0,
150,1,727,393,0,
151,1,727,393,0,
152,1,727,397,0,
153,1,723,401,0,
154,1,723,405,0,
155,1,723,411,0,
156,1,720,423,0,
157,1,720,435,0,
158,1,716,450,0,
159,1,712,460,0,
160,1,712,480,0,
161,1,712,498,0,
162,1,708,513,0,
163,1,708,525,0,
164,1,708,528,0,
165,1,708,536,0,
166,1,708,547,0,
167,1,705,555,0,
168,1,705,566,0,
169,1,705,577,0,
170,1,708,588,0,
171,1,712,600,0,
172,1,712,615,0,
173,1,712,633,0,
174,1,712,651,0,
175,1,708,667,0,
176,1,707,645,0,
177,1,708,648,0,
178,1,704,653,0,
179,1,711,654,0,
180,1,711,656,1,Ypeak
181,1,711,650,0,
182,1,712,651,0,
183,1,708,651,0,
184,0,0,0,0,
185,0,0,0,0,
186,0,0,0,0,
187,0,0,0,0,
188,0,0,0,0,
189,0,0,0,0,
190,0,0,0,0,
191,0,0,0,0,
192,0,0,0,0,
193,0,0,0,0,
194,0,0,0,0,
195,0,0,0,0,
196,0,0,0,0,
197,0,0,0,0,
198,0,0,0,0,
199,0,0,0,0,
200,0,0,0,0,
201,0,0,0,0,
202,0,0,0,0,
203,0,0,0,0,
204,0,0,0,0,
205,0,0,0,0,
206,0,0,0,0,
207,0,0,0,0,
208,0,0,0,0,
209,0,0,0,0,
210,0,0,0,0,
211,0,0,0,0,
