Frame,Visibility,X,Y,Hit,Reason
0,1,902,305,0,
1,1,999,432,0,
2,1,998,439,0,
3,1,1000,475,0,
4,1,973,500,0,
5,1,1001,476,0,
6,1,995,477,0,
7,1,993,469,0,
8,1,988,452,0,
9,1,994,450,0,
10,1,997,460,0,
11,1,999,467,0,
12,1,996,474,1,Ypeak+Ramp
13,1,997,457,0,
14,1,977,431,0,
15,1,956,405,0,
16,1,930,382,0,
17,1,915,367,0,
18,1,900,356,0,
19,1,881,345,0,
20,1,870,337,0,
21,1,855,333,0,
22,1,843,330,0,
23,1,832,330,0,
24,1,817,333,0,
25,1,806,337,0,
26,1,795,341,0,
27,1,787,348,0,
28,1,776,356,0,
29,1,765,367,0,
30,1,757,377,0,
31,1,746,393,0,
32,1,735,411,0,
33,1,727,427,0,
34,1,716,446,0,
35,1,709,464,0,
36,1,693,485,0,
37,1,694,497,0,
38,1,689,509,0,
39,1,662,529,1,Ypeak
40,1,667,523,0,
41,1,673,501,0,
42,1,667,483,0,
43,1,667,460,0,
44,1,663,450,0,
45,1,663,437,0,
46,1,663,431,0,
47,1,660,427,0,
48,1,660,427,0,
49,1,660,427,0,
50,1,660,431,0,
51,1,660,435,0,
52,1,660,437,0,
53,1,660,450,0,
54,1,660,457,0,
55,1,656,465,0,
56,1,660,476,0,
57,1,661,475,0,
58,1,660,431,0,
59,1,660,393,0,
60,1,663,360,0,
61,1,663,333,0,
62,1,663,315,0,
63,1,663,296,0,
64,1,663,281,0,
65,1,663,270,0,
66,1,663,262,0,
67,1,663,255,0,
68,1,663,251,0,
69,1,663,251,0,
70,1,663,251,0,
71,1,663,251,0,
72,1,660,258,0,
73,1,660,262,0,
74,1,660,273,0,
75,1,660,285,0,
76,1,660,296,0,
77,1,656,311,0,
78,1,656,325,0,
79,1,652,348,0,
80,1,652,367,0,
81,1,652,390,0,
82,1,652,411,0,
83,1,648,435,0,
84,1,645,452,0,
85,1,648,460,0,
86,1,656,456,0,
87,1,655,469,0,
88,1,666,490,0,
89,1,663,519,0,
90,1,643,526,0,
91,1,653,516,0,
92,1,662,497,0,
93,1,671,480,0,
94,1,678,465,0,
95,1,682,453,0,
96,1,686,446,0,
97,1,690,442,0,
98,1,693,437,0,
99,1,697,437,0,
100,1,697,437,0,
101,1,701,442,0,
102,1,705,446,0,
103,1,708,450,0,
104,1,712,457,0,
105,1,712,465,0,
106,1,712,476,0,
107,1,718,486,0,
108,1,723,465,0,
109,1,720,423,0,
110,1,723,393,0,
111,1,723,375,0,
112,1,727,360,0,
113,1,731,345,0,
114,1,735,333,0,
115,1,735,325,0,
116,1,738,318,0,
117,1,738,318,0,
118,1,742,315,0,
119,1,742,318,0,
120,1,746,322,0,
121,1,746,330,0,
122,1,746,333,0,
123,1,750,345,0,
124,1,750,356,0,
125,1,750,371,0,
126,1,750,386,0,
127,1,750,401,0,
128,1,750,420,0,
129,1,750,442,0,
130,1,753,453,0,
131,1,753,460,0,
132,1,757,467,0,
133,1,770,485,0,
134,1,769,519,0,
135,1,796,490,0,
136,1,843,390,0,
137,1,877,315,0,
138,1,903,255,0,
139,1,922,213,0,
140,1,941,180,0,
141,1,956,153,0,
142,1,967,135,0,
143,1,982,120,0,
144,1,990,105,0,
145,1,1000,93,0,
146,1,1007,86,0,
147,1,1015,82,0,
148,1,1022,78,0,
149,1,1031,78,0,
150,1,1038,82,0,
151,1,1046,82,0,
152,1,1050,90,0,
153,1,1057,96,0,
154,1,1061,101,0,
155,1,1065,111,0,
156,1,1072,120,0,
157,1,1076,135,0,
158,1,1080,146,0,
159,1,1087,161,0,
160,1,1091,175,0,
161,1,1095,191,1,Accel
162,1,1117,205,0,
163,1,1140,221,0,
164,1,1155,232,0,
165,1,1170,240,0,
166,1,1185,251,0,
167,1,1192,262,0,
168,1,1203,276,0,
169,1,1211,288,0,
170,1,1222,302,0,
171,1,1230,318,0,
172,1,1233,333,0,
173,1,1241,351,0,
174,1,1245,371,0,
175,1,1252,390,0,
176,1,1256,411,0,
177,1,1260,435,0,
178,1,1267,457,0,
179,1,1267,483,0,
180,1,1275,506,0,
181,1,1275,532,0,
182,1,1278,562,1,Ypeak
183,1,1260,534,0,
184,1,1243,499,0,
185,1,1241,472,0,
186,1,1230,453,0,
187,1,1222,437,0,
188,1,1215,431,0,
189,1,1207,423,0,
190,1,1203,420,0,
191,1,1200,416,0,
192,1,1196,416,0,
193,1,1196,420,0,
194,1,1192,423,0,
195,1,1188,427,1,Ypeak+Ramp
196,1,1188,435,0,
197,1,1148,428,0,
198,1,1106,423,0,
199,1,1061,418,0,
200,1,1022,416,0,
201,1,992,420,0,
202,1,962,420,0,
203,1,941,423,0,
204,1,918,431,0,
205,1,900,437,0,
206,1,881,446,0,
207,1,862,457,0,
208,1,843,468,0,
209,1,828,480,0,
210,1,810,498,0,
211,1,795,513,0,
212,1,780,528,1,Ypeak
213,1,767,503,0,
214,1,753,472,0,
215,1,750,450,0,
216,1,746,427,0,
217,1,742,416,0,
218,1,742,408,0,
219,1,742,401,0,
220,1,738,397,0,
221,1,738,397,0,
222,1,738,397,1,Ramp
223,1,735,401,0,
224,1,791,390,0,
225,1,828,390,0,
226,1,858,390,0,
227,1,885,390,0,
228,1,907,393,0,
229,1,930,397,0,
230,1,948,405,0,
231,1,962,411,0,
232,1,977,420,0,
233,1,997,431,0,
234,1,1012,442,0,
235,1,1022,453,0,
236,1,1035,468,0,
237,1,1050,487,0,
238,1,1061,502,0,
239,1,1068,521,0,
240,1,1080,547,0,
241,1,1087,562,1,Ypeak
242,1,1102,528,0,
243,1,1102,498,0,
244,1,1113,476,0,
245,1,1125,453,0,
246,1,1128,437,0,
247,1,1136,427,0,
248,1,1143,420,0,
249,1,1147,411,0,
