Frame,Visibility,X,Y,Hit,Reason
0,1,902,305,0,
1,1,918,277,0,
2,1,917,263,0,
3,1,920,259,0,
4,1,909,253,0,
5,1,918,258,0,
6,1,917,259,0,
7,1,915,263,0,
8,1,920,257,0,
9,1,925,258,0,
10,1,909,269,0,
11,1,903,275,0,
12,1,906,290,0,
13,1,905,302,0,
14,1,905,313,0,
15,1,927,315,1,Ypeak
16,1,902,305,0,
17,1,918,277,0,
18,1,917,263,0,
19,1,920,259,0,
20,1,932,399,0,
21,1,945,424,0,
22,1,946,472,0,
23,1,891,556,0,
24,1,923,574,0,
25,1,942,575,1,Ypeak
26,1,922,571,0,
27,1,916,554,0,
28,1,911,521,0,
29,1,900,498,0,
30,1,896,468,0,
31,1,892,453,0,
32,1,888,431,0,
33,1,885,423,0,
34,1,881,416,0,
35,1,881,408,0,
36,1,877,405,0,
37,1,877,401,0,
38,1,873,401,0,
39,1,873,405,0,
40,1,866,405,0,
41,1,873,411,1,Ypeak+Ramp
42,1,873,416,0,
43,1,900,390,0,
44,1,926,351,0,
45,1,945,325,0,
46,1,967,302,0,
47,1,985,285,0,
48,1,1005,270,0,
49,1,1020,258,0,
50,1,1035,251,0,
51,1,1046,242,0,
52,1,1061,240,0,
53,1,1072,240,0,
54,1,1083,240,0,
55,1,1091,240,0,
56,1,1102,247,0,
57,1,1113,255,0,
58,1,1125,262,0,
59,1,1132,273,0,
60,1,1140,285,0,
61,1,1147,300,0,
62,1,1155,315,0,
63,1,1162,337,0,
64,1,1170,356,0,
65,1,1177,377,0,
66,1,1185,401,0,
67,1,1188,420,0,
68,1,1194,441,0,
69,1,1206,453,0,
70,1,1201,437,0,
71,1,1198,475,0,
72,1,1180,499,0,
73,1,1185,517,1,Ypeak
74,1,1192,453,0,
75,1,1181,360,0,
76,1,1170,276,0,
77,1,1158,213,0,
78,1,1151,165,0,
79,1,1147,127,0,
80,1,1140,96,0,
81,1,1136,71,0,
82,1,1132,52,0,
83,1,1128,33,0,
84,1,1125,21,0,
85,1,1125,10,0,
86,1,1121,6,0,
87,1,1121,3,0,
88,0,0,0,0,
89,0,0,0,0,
90,0,0,0,0,
91,1,1113,3,0,
92,1,1117,3,0,
93,1,1113,10,0,
94,1,1113,18,0,
95,1,1110,26,0,
96,1,1110,37,0,
97,1,1110,48,0,
98,1,1110,60,0,
99,1,1110,75,0,
100,1,1110,90,0,
101,1,1110,105,0,
102,1,1110,123,0,
103,1,1110,142,1,Ramp
104,1,1110,161,0,
105,1,1147,247,0,
106,1,1181,318,0,
107,1,1207,375,0,
108,1,1226,423,0,
109,1,1245,457,0,
110,1,1260,502,0,
111,1,1275,540,0,
112,1,1290,577,0,
113,1,1297,611,0,
114,1,1308,645,0,
115,1,1320,682,0,
116,1,1327,712,0,
117,1,1335,746,0,
118,1,1342,780,0,
119,1,1350,810,0,
120,1,1353,847,0,
121,1,1357,881,0,
122,1,1365,907,1,Ypeak
123,1,1365,895,0,
124,1,1368,895,0,
125,1,1368,892,0,
126,1,1372,888,0,
127,1,1376,888,0,
128,1,1380,888,0,
129,1,1383,892,0,
130,1,1387,900,0,
131,1,1391,910,0,
132,1,1395,921,0,
133,1,1398,932,0,
134,1,1402,937,0,
135,1,1402,930,0,
136,1,1406,932,0,
137,1,1410,937,0,
138,1,1410,941,0,
139,1,1410,941,0,
140,1,1413,937,0,
141,1,1413,937,0,
142,1,1417,941,0,
143,1,1417,941,0,
144,1,1413,941,0,
145,1,1413,941,0,
146,1,1413,941,0,
147,1,1417,941,0,
148,1,1413,941,0,
149,1,1417,941,0,
150,1,1417,945,0,
151,1,1417,945,0,
152,1,1417,945,0,
153,1,1417,945,0,
154,1,1417,945,0,
