Frame,Visibility,X,Y,Hit,Reason
0,1,999,480,0,
1,1,997,472,0,
2,1,997,468,0,
3,1,985,465,0,
4,1,967,453,0,
5,1,952,442,0,
6,1,941,437,0,
7,1,930,442,0,
8,1,907,442,0,
9,1,900,446,0,
10,1,888,450,0,
11,1,877,457,0,
12,1,866,465,0,
13,1,855,476,0,
14,1,843,487,0,
15,1,832,502,0,
16,1,821,517,0,
17,1,813,532,0,
18,1,802,555,0,
19,1,795,570,0,
20,1,787,592,0,
21,1,776,617,1,Ypeak+Ramp
22,1,778,637,0,
23,1,775,559,0,
24,1,776,465,0,
25,1,772,397,0,
26,1,768,341,0,
27,1,768,300,0,
28,1,765,262,0,
29,1,765,228,0,
30,1,765,202,0,
31,1,765,180,0,
32,1,765,161,0,
33,1,765,146,0,
34,1,761,135,0,
35,1,761,123,0,
36,1,761,116,0,
37,1,761,108,0,
38,1,761,105,0,
39,1,761,101,0,
40,1,761,101,0,
41,1,761,105,0,
42,1,761,108,0,
43,1,765,111,0,
44,1,765,120,0,
45,1,765,127,0,
46,1,765,138,0,
47,1,765,150,0,
48,1,768,165,0,
49,1,768,175,0,
50,1,772,191,0,
51,1,772,205,0,
52,1,772,225,1,Accel+Ramp
53,1,772,240,0,
54,1,817,281,0,
55,1,855,307,0,
56,1,892,330,0,
57,1,926,356,0,
58,1,952,375,0,
59,1,975,397,0,
60,1,997,420,0,
61,1,1015,437,0,
62,1,1031,457,0,
63,1,1050,480,0,
64,1,1065,502,0,
65,1,1080,525,0,
66,1,1095,551,0,
67,1,1106,573,0,
68,1,1117,600,0,
69,1,1128,625,0,
70,1,1140,651,0,
71,1,1147,667,1,Ypeak
72,1,1158,622,0,
73,1,1158,585,0,
74,1,1158,551,0,
75,1,1162,521,0,
76,1,1166,506,0,
77,1,1166,487,0,
78,1,1170,476,0,
79,1,1170,465,0,
80,1,1170,457,0,
81,1,1170,450,0,
82,1,1173,446,0,
83,1,1177,442,0,
84,1,1177,442,0,
85,1,1177,442,0,
86,1,1181,446,0,
87,1,1185,450,0,
88,1,1185,457,0,
89,1,1185,468,0,
90,1,1188,476,0,
91,1,1188,491,0,
92,1,1192,502,0,
93,1,1192,517,0,
94,1,1192,532,1,Ypeak
95,1,1207,498,0,
96,1,1222,457,0,
97,1,1230,437,0,
98,1,1241,416,0,
99,1,1248,397,0,
100,1,1256,382,0,
101,1,1263,371,0,
102,1,1271,362,0,
103,1,1275,356,0,
104,1,1282,351,0,
105,1,1286,348,0,
106,1,1290,348,0,
107,1,1297,351,0,
108,1,1297,356,0,
109,1,1305,360,0,
110,1,1305,371,0,
111,1,1312,382,0,
112,1,1312,393,0,
113,1,1316,408,0,
114,1,1320,423,0,
115,1,1320,442,0,
116,1,1320,460,0,
117,1,1323,480,0,
118,1,1323,506,0,
119,1,1326,533,0,
120,1,1326,553,0,
121,1,1321,583,0,
122,1,1310,593,1,Ypeak
123,1,1287,553,0,
124,1,1260,510,0,
125,1,1233,472,0,
126,1,1215,453,0,
127,1,1200,435,0,
128,1,1188,423,0,
129,1,1181,416,0,
130,1,1173,411,0,
131,1,1166,408,0,
132,1,1158,405,0,
133,1,1155,408,1,Ramp
134,1,1143,408,0,
135,1,1109,413,0,
136,1,1080,423,0,
137,1,1042,437,0,
138,1,1007,450,0,
139,1,975,465,0,
140,1,944,478,0,
141,1,922,495,0,
142,1,900,510,0,
143,1,877,528,0,
144,1,855,547,0,
145,1,836,566,0,
146,1,817,585,0,
147,1,802,607,0,
148,1,783,625,0,
149,1,778,629,1,Ypeak
150,1,776,591,0,
151,1,777,555,0,
152,1,787,525,0,
153,1,799,497,0,
154,1,807,476,0,
155,1,817,457,0,
156,1,821,442,0,
157,1,828,431,0,
158,1,832,423,0,
159,1,840,416,0,
160,1,847,411,0,
161,1,851,408,0,
162,1,858,408,0,
163,1,862,411,0,
164,1,862,411,0,
165,1,862,420,0,
166,1,877,427,0,
167,1,885,435,0,
168,1,885,446,0,
169,1,892,453,0,
170,1,896,457,1,Ypeak+Ramp
171,1,900,450,0,
172,1,900,442,0,
173,1,903,437,0,
174,1,907,435,0,
175,1,915,435,0,
176,1,911,431,0,
177,1,915,435,0,
