Frame,Visibility,X,Y,Hit,Reason
0,1,902,305,0,
1,1,918,277,0,
2,1,917,263,0,
3,1,920,259,0,
4,1,909,253,0,
5,1,918,258,0,
6,1,917,259,0,
7,1,915,263,0,
8,1,920,257,0,
9,1,925,258,0,
10,1,909,269,0,
11,1,903,275,0,
12,1,906,290,0,
13,1,905,302,0,
14,1,905,313,1,Ypeak+Ramp
15,1,927,315,0,
16,1,984,531,0,
17,1,977,518,0,
18,1,983,532,0,
19,1,943,596,0,
20,1,942,594,0,
21,1,928,605,0,
22,1,923,615,1,Ypeak+Ramp
23,1,922,609,0,
24,1,942,589,0,
25,1,960,562,0,
26,1,980,533,0,
27,1,997,510,0,
28,1,1012,487,0,
29,1,1027,472,0,
30,1,1035,460,0,
31,1,1050,453,0,
32,1,1061,446,0,
33,1,1072,437,0,
34,1,1080,437,0,
35,1,1091,437,0,
36,1,1098,437,0,
37,1,1110,437,0,
38,1,1117,446,0,
39,1,1125,450,0,
40,1,1132,457,1,Ypeak+Ramp
41,1,1140,465,0,
42,1,1113,435,0,
43,1,1087,397,0,
44,1,1065,375,0,
45,1,1046,356,0,
46,1,1031,337,0,
47,1,1012,322,0,
48,1,997,315,0,
49,1,982,302,0,
50,1,967,300,0,
51,1,952,296,0,
52,1,941,292,0,
53,1,926,292,0,
54,1,918,296,0,
55,1,903,300,0,
56,1,892,307,0,
57,1,881,318,0,
58,1,870,325,0,
59,1,858,341,0,
60,1,851,351,0,
61,1,840,371,0,
62,1,828,390,0,
63,1,817,408,0,
64,1,810,427,0,
65,1,817,432,0,
66,1,864,443,0,
67,1,909,452,0,
68,1,967,471,0,
69,1,1044,473,0,
70,1,1089,483,0,
71,1,1116,494,0,
72,1,1120,493,0,
73,1,1125,495,0,
74,1,1125,495,0,
75,1,1140,498,0,
76,1,1155,502,0,
77,1,1170,513,0,
78,1,1181,521,0,
79,1,1192,532,0,
80,1,1203,532,0,
81,1,1207,521,0,
82,1,1215,510,0,
83,1,1215,502,0,
84,1,1215,498,0,
85,1,1218,495,0,
86,1,1222,491,0,
87,1,1226,491,0,
88,1,1226,495,0,
89,1,1230,495,0,
90,1,1230,495,0,
91,1,1233,495,0,
92,1,1233,491,0,
93,1,1233,491,0,
94,1,1233,491,0,
95,1,1233,492,0,
96,1,1221,488,0,
97,1,1221,484,0,
98,1,1226,480,0,
99,1,1230,480,0,
100,1,1226,480,0,
101,1,1226,480,0,
102,1,1230,480,0,
103,1,1230,480,0,
104,1,1233,480,0,
105,1,1233,480,0,
106,1,1237,480,0,
107,1,1237,480,0,
108,1,1237,480,0,
109,1,1241,480,0,
110,1,1241,480,0,
111,1,1245,480,0,
112,0,0,0,0,
