Frame,Visibility,X,Y,Hit,Reason
0,1,645,548,0,
1,1,650,531,0,
2,1,654,509,0,
3,1,660,487,0,
4,1,667,465,0,
5,1,667,450,0,
6,1,675,435,0,
7,1,675,427,0,
8,1,678,420,0,
9,1,682,416,0,
10,1,686,416,0,
11,1,690,416,0,
12,1,690,420,0,
13,1,693,423,0,
14,1,697,427,0,
15,1,697,435,0,
16,1,701,442,1,Ypeak
17,1,701,442,0,
18,1,697,431,0,
19,1,693,423,0,
20,1,686,423,0,
21,1,686,427,0,
22,1,686,431,0,
23,1,682,435,0,
24,1,678,437,0,
25,1,675,446,0,
26,1,675,457,0,
27,1,671,465,0,
28,1,667,476,0,
29,1,667,491,0,
30,1,663,506,0,
31,1,660,525,0,
32,1,660,542,0,
33,1,656,562,0,
34,1,652,581,0,
35,1,652,603,0,
36,1,652,618,1,Ypeak
37,1,648,600,0,
38,1,652,562,0,
39,1,656,540,0,
40,1,660,517,0,
41,1,663,502,0,
42,1,663,495,0,
43,1,667,487,0,
44,1,667,480,0,
45,1,667,476,0,
46,1,667,472,0,
47,1,671,468,0,
48,1,671,472,0,
49,1,675,472,0,
50,1,675,480,0,
51,1,675,480,0,
52,1,678,495,0,
53,1,678,506,0,
54,1,682,517,0,
55,1,682,528,0,
56,1,686,542,0,
57,1,686,547,1,Ypeak
58,1,686,525,0,
59,1,686,506,0,
60,1,686,491,0,
61,1,690,476,0,
62,1,690,465,0,
63,1,693,453,0,
64,1,690,446,0,
65,1,686,442,0,
66,1,686,442,0,
67,1,682,442,0,
68,1,682,442,0,
69,1,682,446,0,
70,1,678,453,0,
71,1,678,457,0,
72,1,678,468,0,
73,1,678,480,0,
74,1,678,495,0,
75,1,678,510,0,
76,1,675,525,0,
77,1,675,542,0,
78,1,675,562,0,
79,1,671,581,0,
80,1,671,603,1,Ypeak
81,1,669,512,0,
82,1,667,431,0,
83,1,667,367,0,
84,1,663,318,0,
85,1,663,273,0,
86,1,660,236,0,
87,1,660,202,0,
88,1,660,172,0,
89,1,660,150,0,
90,1,660,131,0,
91,1,659,114,0,
92,1,666,107,0,
93,1,674,92,0,
94,1,679,85,0,
95,1,685,84,0,
96,1,663,55,0,
97,1,660,55,0,
98,1,663,55,0,
99,1,663,55,0,
100,1,667,55,0,
101,1,667,60,1,Accel+Ramp
102,1,669,67,0,
103,1,673,70,0,
104,1,687,70,0,
105,1,673,91,0,
106,1,674,100,0,
107,1,679,112,0,
108,1,678,131,0,
109,1,682,146,0,
110,1,682,165,0,
111,1,686,180,0,
112,1,690,198,0,
113,1,690,217,0,
114,1,690,240,0,
115,1,697,270,0,
116,1,727,292,0,
117,1,742,318,0,
118,1,757,333,0,
119,1,774,355,0,
120,1,783,377,0,
121,1,795,397,0,
122,1,802,411,0,
123,1,810,435,0,
124,1,817,453,0,
125,1,825,472,0,
126,1,832,495,0,
127,1,840,517,0,
128,1,843,542,0,
129,1,851,566,0,
130,1,855,592,0,
131,1,859,606,1,Ypeak
132,1,903,570,0,
133,1,926,540,0,
134,1,945,513,0,
135,1,962,498,0,
136,1,985,487,0,
137,1,1003,474,0,
138,1,1020,468,0,
139,1,1038,465,0,
140,1,1053,457,0,
141,1,1068,457,0,
142,1,1080,457,0,
143,1,1095,457,0,
144,1,1106,465,0,
145,1,1117,468,0,
146,1,1128,476,0,
147,1,1136,483,0,
148,1,1147,495,0,
149,1,1158,506,0,
150,1,1166,517,0,
151,1,1173,532,1,Ypeak+Ramp
152,1,1173,536,0,
153,1,1140,472,0,
154,1,1110,435,0,
155,1,1080,401,0,
156,1,1057,371,0,
157,1,1038,348,0,
158,1,1020,325,0,
159,1,1005,315,0,
160,1,982,296,0,
161,1,967,285,0,
162,1,948,276,0,
163,1,933,270,0,
164,1,922,266,0,
165,1,907,262,0,
166,1,892,266,0,
167,1,881,266,0,
168,1,866,273,0,
169,1,851,276,0,
170,1,840,288,0,
171,1,825,300,0,
172,1,813,315,0,
173,1,802,325,0,
174,1,791,345,0,
175,1,780,360,0,
176,1,768,382,0,
177,1,757,405,0,
178,1,746,423,0,
179,1,742,439,0,
180,1,735,462,0,
181,1,723,483,0,
182,1,716,507,0,
183,1,708,536,0,
184,1,697,554,0,
185,1,700,564,1,Ypeak+Ramp
186,1,698,563,0,
187,1,714,552,0,
188,1,728,530,0,
189,1,716,512,0,
190,1,687,502,0,
191,1,700,492,0,
192,1,997,452,0,
193,1,1013,450,0,
194,1,1035,451,0,
195,1,1050,457,0,
196,1,1066,460,0,
