frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,1047.22,357.21,1110.81,569.70,1071.75,378.90,0.8263,1076.42,375.79,0.7712,1068.12,375.27,0.8503,1084.20,378.38,0.8566,1064.49,377.34,0.8298,1095.10,401.20,0.8472,1059.82,392.39,0.8909,1104.43,432.85,0.8039,1058.26,424.03,0.8037,1096.13,463.97,0.7676,1053.60,456.71,0.8018,1091.46,456.19,0.6826,1072.79,455.16,0.6934,1087.83,501.33,0.8053,1071.23,498.73,0.7892,1087.31,549.05,0.8375,1084.20,536.60,0.8386
0,bottom,0,886.27,578.01,969.68,829.50,933.50,599.99,0.7630,934.11,595.70,0.5505,936.57,595.70,0.5007,919.99,601.22,0.7955,940.87,602.45,0.7843,904.03,631.31,0.8181,952.53,634.99,0.8122,892.98,664.46,0.8596,964.20,673.67,0.8450,915.08,662.62,0.6674,949.46,668.15,0.5623,918.76,706.21,0.7351,942.09,705.60,0.7403,924.90,752.87,0.7635,940.25,757.79,0.8029,934.11,796.47,0.7096,924.90,811.20,0.8010
1,top,1,1048.31,357.16,1110.68,569.72,1071.71,378.86,0.8244,1076.38,375.74,0.7692,1068.60,375.22,0.8511,1084.16,378.34,0.8470,1064.96,377.30,0.8212,1095.06,401.17,0.8430,1060.29,392.35,0.8819,1104.40,432.83,0.7990,1057.70,424.00,0.7934,1096.10,464.48,0.7711,1053.55,457.22,0.7752,1091.43,455.66,0.6772,1072.23,455.14,0.6903,1087.80,501.33,0.8081,1071.19,499.25,0.7894,1087.80,548.03,0.8234,1085.72,537.13,0.8208
1,bottom,0,886.34,577.96,969.54,829.54,933.47,599.94,0.7688,934.70,595.65,0.5566,936.54,596.26,0.5041,920.57,601.17,0.7956,940.84,602.40,0.7878,903.99,630.66,0.8149,953.12,634.96,0.8094,892.93,665.05,0.8567,964.18,673.65,0.8403,915.66,662.60,0.6633,950.05,666.28,0.5497,918.73,706.21,0.7321,942.68,705.59,0.7388,924.87,752.89,0.7651,940.23,757.80,0.7995,934.70,796.50,0.7066,924.87,811.24,0.8022
2,top,1,1048.56,357.64,1110.59,569.82,1071.81,378.78,0.8269,1076.47,375.67,0.7734,1068.70,374.63,0.8547,1084.24,378.26,0.8396,1064.56,376.71,0.8081,1094.60,400.54,0.8463,1059.89,392.25,0.8866,1103.92,432.65,0.8068,1057.82,423.33,0.7963,1095.64,464.25,0.7728,1053.68,457.52,0.7671,1090.97,455.96,0.6803,1071.81,455.45,0.6942,1087.35,501.03,0.8046,1071.81,499.48,0.7897,1087.35,548.17,0.8196,1086.31,536.77,0.8141
2,bottom,0,886.57,577.94,968.81,829.63,933.83,599.94,0.7732,935.06,595.64,0.5655,936.90,596.25,0.5016,920.31,601.17,0.7894,941.21,603.01,0.7886,904.34,630.66,0.8178,952.88,634.96,0.8097,893.28,665.07,0.8609,963.33,673.68,0.8421,915.40,663.23,0.6683,951.65,663.84,0.5442,918.47,706.24,0.7318,942.43,705.63,0.7416,924.61,752.94,0.7664,939.98,757.86,0.7989,935.06,796.57,0.7102,924.61,811.32,0.8039
3,top,1,1048.33,357.24,1110.41,569.86,1072.11,377.90,0.8281,1076.78,374.79,0.7772,1068.47,374.27,0.8545,1084.04,377.38,0.8326,1064.84,376.35,0.8140,1094.43,400.22,0.8479,1060.17,391.92,0.8866,1103.77,431.89,0.8061,1058.09,423.06,0.8004,1095.46,463.55,0.7684,1053.42,456.81,0.7763,1090.27,456.81,0.6828,1072.11,455.77,0.6970,1087.16,501.45,0.8088,1072.11,499.89,0.7870,1087.68,548.68,0.8168,1086.64,537.26,0.8199
3,bottom,0,887.44,577.89,968.23,829.71,933.37,599.90,0.7708,934.60,596.21,0.5609,937.06,596.21,0.4944,920.46,601.13,0.7998,941.36,602.97,0.7922,904.48,630.64,0.8181,953.04,635.56,0.8036,894.02,665.07,0.8595,963.50,674.29,0.8456,915.54,660.76,0.6517,953.66,658.30,0.5470,918.62,706.87,0.7349,942.59,706.26,0.7425,924.76,752.98,0.7692,940.13,757.90,0.8010,935.21,796.63,0.7104,924.76,811.39,0.8085
4,top,1,1048.31,357.84,1110.27,569.69,1072.05,377.39,0.8335,1076.70,374.80,0.7867,1068.94,373.77,0.8568,1084.46,377.39,0.8238,1064.81,375.84,0.8146,1094.81,399.63,0.8573,1060.15,391.87,0.8860,1103.60,431.70,0.8147,1057.57,422.91,0.7999,1095.32,463.77,0.7855,1053.43,456.01,0.7784,1090.15,457.04,0.6951,1071.53,456.01,0.7108,1087.05,501.52,0.8105,1072.56,499.45,0.7853,1087.05,549.11,0.8164,1087.05,537.73,0.8211
4,bottom,0,888.74,577.99,967.56,829.64,933.68,599.98,0.7783,934.91,596.30,0.5621,936.75,596.30,0.4942,920.78,601.21,0.7972,941.67,603.06,0.7876,904.19,630.70,0.8194,953.34,635.62,0.8030,894.36,664.49,0.8652,962.55,674.94,0.8422,915.86,662.65,0.6908,953.34,657.12,0.5601,918.32,706.89,0.7375,942.28,706.27,0.7390,924.46,752.97,0.7731,939.82,757.88,0.8010,934.29,796.59,0.7082,925.08,811.33,0.8028
