frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,889.47,352.07,953.85,574.16,939.55,375.28,0.7888,942.81,372.02,0.7927,935.76,371.48,0.7482,944.98,373.11,0.6453,927.08,372.02,0.8202,944.98,392.08,0.8770,910.82,395.34,0.8350,947.15,422.99,0.8265,896.72,425.70,0.8483,948.23,454.44,0.8183,906.48,456.07,0.8163,928.71,458.24,0.6775,918.95,458.24,0.6782,920.03,499.44,0.7346,924.37,502.16,0.7686,905.94,539.57,0.7766,924.91,554.75,0.8109
0,bottom,0,1052.28,591.10,1149.72,858.32,1104.26,609.89,0.7075,1104.26,605.33,0.5894,1102.96,605.98,0.5190,1102.31,612.50,0.6740,1114.70,611.85,0.6582,1091.22,638.60,0.7273,1129.71,638.60,0.7552,1061.21,658.17,0.7423,1144.06,661.43,0.8162,1061.21,647.08,0.6401,1124.49,649.69,0.5538,1112.09,712.32,0.6784,1133.62,711.67,0.6854,1100.35,772.99,0.7672,1114.70,762.55,0.7004,1121.23,831.71,0.7789,1115.35,808.22,0.6842
1,top,1,889.67,351.77,954.63,574.31,941.16,376.11,0.7742,944.42,372.30,0.7676,937.90,372.30,0.7276,946.05,373.93,0.6029,928.12,372.30,0.7990,946.05,391.86,0.8871,911.28,395.12,0.8396,947.68,423.37,0.8327,896.61,425.55,0.8529,948.23,454.89,0.8188,906.39,455.43,0.8111,928.67,459.23,0.6871,918.34,458.69,0.6969,919.43,499.98,0.7401,924.32,502.16,0.7787,905.85,539.10,0.7706,924.86,554.86,0.8246
1,bottom,0,1052.62,591.21,1150.07,858.60,1104.61,610.01,0.7179,1104.61,606.10,0.5824,1103.30,606.75,0.5191,1102.00,612.62,0.6790,1114.40,612.62,0.6794,1090.90,638.74,0.7420,1130.07,638.74,0.7669,1061.52,660.28,0.7565,1144.43,661.58,0.8350,1060.87,648.53,0.7058,1124.84,650.49,0.5615,1111.79,711.85,0.6851,1133.33,711.20,0.6948,1100.04,773.21,0.7677,1114.40,763.42,0.7009,1121.58,831.96,0.7824,1115.05,808.46,0.6828
2,top,1,889.92,352.83,956.38,574.33,942.08,377.59,0.7612,945.32,374.35,0.7609,938.83,373.81,0.7223,946.94,374.89,0.5900,929.64,373.27,0.7885,946.94,392.74,0.8871,911.79,395.44,0.8348,949.11,424.10,0.8319,897.19,425.18,0.8403,949.65,454.38,0.8137,906.39,455.47,0.8141,929.10,459.25,0.6861,918.28,458.71,0.6899,919.37,500.35,0.7397,923.15,501.97,0.7777,905.85,539.28,0.7729,924.77,554.43,0.8152
2,bottom,0,1053.62,591.29,1151.07,858.85,1103.65,610.11,0.7052,1104.30,606.19,0.5998,1102.34,606.84,0.5484,1104.30,613.37,0.6664,1114.10,612.72,0.6910,1091.89,639.50,0.7390,1130.43,638.85,0.7589,1061.85,661.06,0.7505,1144.80,661.71,0.8298,1061.19,649.95,0.7449,1124.55,651.26,0.5503,1112.14,713.31,0.6938,1132.39,712.66,0.6970,1099.73,773.41,0.7558,1114.10,763.61,0.7084,1121.29,833.50,0.7866,1114.76,808.03,0.6695
3,top,1,890.26,353.13,957.49,574.45,942.79,378.96,0.7521,946.03,375.17,0.7667,939.01,374.63,0.7199,947.65,375.71,0.6226,929.82,373.55,0.7935,947.65,393.01,0.8958,912.53,395.17,0.8293,950.90,423.80,0.8345,897.40,424.89,0.8344,950.36,455.14,0.8096,907.13,455.14,0.8040,928.74,459.47,0.6867,917.40,458.39,0.6911,920.10,499.99,0.7373,922.80,501.61,0.7699,905.51,539.44,0.7820,924.96,554.02,0.8175
3,bottom,0,1054.17,591.25,1151.28,858.53,1104.68,610.70,0.7101,1104.68,606.13,0.5909,1102.73,606.78,0.5445,1103.38,613.31,0.6657,1114.47,612.66,0.6944,1091.63,640.06,0.7416,1130.79,638.76,0.7629,1062.27,661.60,0.7458,1145.14,662.25,0.8296,1061.62,649.85,0.7401,1125.57,651.16,0.5523,1111.21,714.45,0.6914,1132.09,713.80,0.6981,1099.46,774.49,0.7523,1113.82,763.39,0.7060,1121.65,833.22,0.7827,1115.78,809.07,0.6698
4,top,1,890.48,352.72,959.37,572.52,943.17,379.44,0.7572,946.93,375.69,0.7516,939.95,375.15,0.7054,948.54,376.22,0.6248,931.37,374.08,0.7836,948.54,393.39,0.8954,913.66,395.00,0.8348,952.29,424.52,0.8409,898.09,424.52,0.8358,951.76,456.18,0.8200,908.29,454.57,0.8065,928.68,458.86,0.6918,917.41,457.79,0.7093,920.10,500.18,0.7404,922.78,501.26,0.7752,906.14,539.89,0.7906,924.39,553.84,0.8319
4,bottom,0,1054.85,591.37,1151.46,858.58,1103.81,610.81,0.7171,1103.81,606.24,0.6051,1102.50,606.89,0.5554,1103.15,613.42,0.6759,1114.24,612.77,0.6951,1092.06,639.51,0.7479,1130.55,638.86,0.7631,1062.71,661.69,0.7488,1145.56,662.35,0.8327,1062.05,649.95,0.7436,1125.99,651.26,0.5636,1110.98,715.19,0.6896,1131.21,714.54,0.6947,1099.89,775.21,0.7517,1114.24,764.12,0.7085,1121.42,833.92,0.7846,1115.55,809.13,0.6714
