frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,928.79,354.61,1019.01,577.00,984.21,371.33,0.7952,989.10,367.53,0.8374,980.96,367.53,0.7992,995.07,371.87,0.8261,975.53,369.70,0.8409,1004.85,395.22,0.8323,960.87,389.79,0.7387,1011.36,426.17,0.7729,935.35,409.88,0.8530,1002.13,450.60,0.7673,948.92,432.68,0.7833,993.44,460.92,0.6867,969.55,460.37,0.6731,1003.22,503.81,0.7148,970.10,506.52,0.7464,1002.67,533.67,0.8178,972.27,553.76,0.8424
0,bottom,0,781.14,581.75,882.64,851.30,834.52,602.02,0.7172,834.52,597.41,0.6293,835.18,598.07,0.5523,829.92,604.65,0.7598,846.37,604.65,0.7565,817.41,635.58,0.7608,860.85,633.61,0.7818,787.80,660.59,0.8229,876.64,655.33,0.8615,791.09,644.14,0.8430,859.53,638.87,0.6173,823.34,713.89,0.7269,847.69,713.24,0.7072,814.12,767.20,0.8055,841.11,756.01,0.7795,832.55,820.50,0.8282,845.71,808.66,0.7707
1,top,1,928.74,354.54,1019.47,577.09,983.89,371.28,0.7725,988.78,367.47,0.8200,980.62,366.93,0.7851,994.75,371.28,0.8149,975.19,369.65,0.8347,1005.08,395.18,0.8262,960.52,389.75,0.7309,1011.60,425.07,0.7732,935.53,409.85,0.8476,1002.90,448.97,0.7670,946.39,433.22,0.7918,993.67,460.38,0.6837,969.21,459.84,0.6734,1003.45,504.40,0.7080,970.30,506.57,0.7425,1002.90,533.74,0.8187,971.93,553.84,0.8415
1,bottom,0,781.32,581.62,882.27,851.37,835.09,601.90,0.7162,835.09,597.95,0.6256,835.75,597.95,0.5539,829.16,604.53,0.7605,846.28,605.19,0.7635,816.65,636.15,0.7671,860.77,634.17,0.7863,788.33,661.17,0.8224,876.58,655.25,0.8635,791.62,644.05,0.8303,859.45,638.78,0.6232,823.23,713.86,0.7250,847.60,713.20,0.7057,814.01,767.21,0.8051,841.01,756.01,0.7790,832.45,820.55,0.8280,845.62,808.70,0.7710
2,top,1,928.87,354.83,1019.48,576.39,983.37,370.95,0.7878,988.24,367.16,0.8280,980.67,366.62,0.7950,994.19,371.49,0.8348,974.72,369.87,0.8505,1004.47,394.75,0.8252,960.65,389.88,0.7365,1012.58,423.96,0.7724,936.31,410.44,0.8332,1002.30,447.76,0.7142,942.26,435.32,0.7602,993.65,460.74,0.6796,969.31,460.74,0.6651,1003.38,504.55,0.7031,969.85,507.26,0.7472,1002.84,534.30,0.8122,972.01,554.32,0.8326
2,bottom,0,781.46,581.64,881.87,851.38,834.95,601.92,0.7195,834.95,597.97,0.6277,835.61,597.97,0.5586,829.03,604.55,0.7577,845.49,605.21,0.7626,816.52,636.16,0.7704,859.98,634.19,0.7869,788.20,661.85,0.8218,876.44,655.26,0.8662,791.49,644.73,0.8256,858.66,638.80,0.6274,823.10,713.87,0.7283,847.47,713.21,0.7107,813.88,767.21,0.8057,840.88,756.02,0.7778,832.32,821.21,0.8288,845.49,808.70,0.7702
3,top,0,928.42,354.70,1019.37,575.95,983.62,370.80,0.7956,987.94,367.02,0.8329,980.38,366.48,0.7883,993.88,370.80,0.8366,974.43,369.18,0.8448,1004.14,394.02,0.8126,960.39,390.24,0.7381,1012.79,421.57,0.7834,937.16,412.39,0.8179,1001.98,442.64,0.6949,938.24,437.78,0.7307,993.88,461.00,0.6645,969.57,461.00,0.6424,1003.06,504.21,0.7035,970.11,506.92,0.7476,1002.52,534.46,0.8022,972.27,554.45,0.8175
3,bottom,1,781.92,581.59,881.08,851.39,834.79,601.88,0.7252,834.79,597.92,0.6311,835.45,598.58,0.5640,828.87,604.51,0.7577,845.33,605.17,0.7662,816.35,636.13,0.7742,859.82,634.15,0.7886,788.69,662.48,0.8263,875.63,655.23,0.8664,791.32,645.35,0.8170,859.17,638.10,0.6332,822.94,713.85,0.7273,847.31,713.20,0.7110,813.72,767.21,0.8086,841.38,756.01,0.7818,832.82,821.22,0.8300,845.33,809.37,0.7715
4,top,0,925.68,353.62,1018.46,575.74,982.92,370.33,0.8416,987.80,366.53,0.8669,979.66,366.53,0.8342,993.76,370.87,0.8353,974.24,369.24,0.8574,1003.52,393.64,0.8077,959.60,390.93,0.7516,1011.66,416.96,0.7311,937.37,413.71,0.8078,1007.86,429.98,0.6684,936.28,439.74,0.7277,993.76,460.34,0.6852,969.36,459.80,0.6724,1002.98,504.81,0.6950,969.90,505.89,0.7290,1002.44,534.09,0.8189,972.07,554.16,0.8190
4,bottom,1,782.11,581.49,880.53,851.29,834.62,602.44,0.7380,834.62,597.83,0.6285,835.27,598.48,0.5619,828.69,604.41,0.7663,845.16,605.07,0.7707,815.51,636.03,0.7832,859.65,634.05,0.7869,788.51,663.04,0.8268,875.46,655.79,0.8635,791.14,645.91,0.7879,858.99,638.01,0.6384,822.10,713.76,0.7209,847.13,713.10,0.7061,814.20,767.11,0.8111,841.20,755.91,0.7827,832.64,821.12,0.8310,845.16,809.27,0.7738
