frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,896.22,373.59,981.25,592.53,928.58,391.66,0.7743,932.32,387.38,0.8120,924.30,387.38,0.8246,939.27,389.52,0.8738,919.49,390.06,0.8244,953.17,409.30,0.7712,908.80,411.44,0.8212,963.32,433.89,0.7825,901.32,435.49,0.7668,972.41,455.27,0.7695,906.67,450.46,0.7844,943.55,473.44,0.6217,921.63,473.44,0.6393,944.62,519.94,0.6961,920.03,514.60,0.7092,944.62,564.84,0.7701,933.93,544.00,0.8003
0,bottom,0,989.36,574.24,1106.61,839.50,1047.99,592.24,0.7355,1047.99,589.00,0.5336,1047.99,589.00,0.5458,1040.21,595.48,0.7204,1056.40,594.18,0.7019,1026.61,622.68,0.7246,1075.83,618.79,0.7631,996.18,647.29,0.8311,1099.15,652.47,0.8390,1024.02,660.89,0.6561,1084.90,637.57,0.5707,1035.68,695.21,0.6686,1060.29,694.56,0.6743,1047.34,748.31,0.7451,1065.47,756.73,0.7572,1047.34,802.71,0.7270,1053.81,815.02,0.7631
1,top,1,896.23,373.64,981.24,592.82,928.57,391.72,0.7713,932.31,387.44,0.8078,924.29,387.44,0.8209,939.27,389.58,0.8723,919.47,390.12,0.8222,953.18,409.38,0.7708,908.77,411.52,0.8210,963.35,434.00,0.7838,901.28,435.60,0.7666,972.45,455.40,0.7710,906.63,450.59,0.7808,943.55,473.60,0.6253,922.15,473.60,0.6414,944.62,519.62,0.6986,920.01,514.80,0.7077,944.62,565.10,0.7731,933.92,543.70,0.7989
1,bottom,0,989.25,574.34,1106.74,840.44,1048.00,593.05,0.7665,1048.00,589.80,0.5382,1048.00,589.15,0.5553,1040.20,596.30,0.7309,1057.09,594.35,0.7121,1026.56,622.93,0.7351,1075.93,618.39,0.7715,996.02,647.62,0.8411,1099.97,652.17,0.8431,1023.96,661.26,0.6620,1085.68,639.17,0.5682,1035.65,694.40,0.6716,1060.34,694.40,0.6836,1047.35,748.32,0.7500,1066.19,756.76,0.7678,1047.35,803.54,0.7384,1055.79,812.64,0.7657
2,top,1,896.30,373.13,980.80,592.99,927.81,391.81,0.7831,931.57,388.05,0.8137,924.06,388.05,0.8337,938.55,389.66,0.8778,919.23,390.20,0.8215,953.04,408.99,0.7703,908.49,411.67,0.8183,963.24,433.68,0.7833,901.51,435.82,0.7714,972.37,455.68,0.7729,906.88,450.85,0.7882,943.38,473.93,0.6285,921.91,473.93,0.6435,944.45,520.09,0.7075,920.30,514.73,0.7077,944.45,565.18,0.7776,933.72,543.71,0.7932
2,bottom,0,988.87,574.63,1107.24,842.44,1047.40,592.81,0.7900,1046.75,590.19,0.5407,1047.40,590.19,0.5533,1039.55,596.08,0.7450,1057.21,594.77,0.7217,1026.48,622.88,0.7413,1075.52,618.31,0.7727,995.09,647.73,0.8448,1099.71,651.65,0.8342,1023.21,662.11,0.6608,1088.59,643.81,0.5615,1035.63,694.15,0.6696,1059.82,693.50,0.6835,1048.05,747.77,0.7541,1067.02,756.27,0.7621,1046.75,804.00,0.7493,1057.21,810.53,0.7761
3,top,1,896.39,372.78,980.59,593.30,927.73,392.06,0.7839,931.50,387.75,0.8046,923.96,387.75,0.8316,938.49,389.90,0.8721,919.11,390.44,0.8204,953.03,409.29,0.7681,908.35,411.44,0.8175,963.26,433.51,0.7827,901.35,436.20,0.7713,972.41,455.58,0.7737,906.73,450.74,0.7821,943.34,473.89,0.6202,921.81,473.89,0.6350,944.42,519.65,0.7079,920.19,515.34,0.7079,944.95,565.41,0.7775,933.65,544.41,0.7865
3,bottom,0,989.30,575.40,1107.56,845.10,1047.11,593.71,0.7795,1045.80,590.42,0.5326,1046.45,590.42,0.5463,1039.21,597.00,0.7482,1056.99,595.02,0.7222,1026.70,624.00,0.7415,1075.43,619.39,0.7664,995.10,648.36,0.8400,1099.79,651.65,0.8340,1023.41,663.50,0.6509,1090.57,645.07,0.5591,1035.92,694.45,0.6736,1060.28,693.79,0.6836,1048.43,748.44,0.7563,1067.52,757.00,0.7537,1047.77,803.09,0.7537,1058.96,810.99,0.7903
4,top,1,896.53,372.38,980.39,593.52,927.66,392.24,0.7841,931.44,387.92,0.8049,923.89,387.92,0.8309,938.46,389.54,0.8746,919.03,390.62,0.8186,953.04,409.52,0.7689,908.23,411.68,0.8202,963.30,433.82,0.7822,901.75,436.52,0.7717,972.48,455.95,0.7778,907.15,450.55,0.7826,943.32,474.31,0.6223,921.73,474.31,0.6369,944.40,519.66,0.7085,920.65,515.34,0.7092,944.94,565.55,0.7800,933.60,544.49,0.7838
4,bottom,0,989.52,576.16,1107.81,847.81,1046.68,593.93,0.7662,1045.35,591.28,0.5395,1046.68,590.62,0.5467,1039.38,597.25,0.7534,1057.29,595.26,0.7255,1026.12,624.44,0.7404,1075.86,619.80,0.7657,994.95,648.98,0.8396,1100.40,652.96,0.8489,1022.80,663.57,0.6504,1087.13,642.35,0.5594,1036.07,694.74,0.6787,1060.60,694.08,0.6892,1048.67,747.14,0.7565,1068.56,757.08,0.7525,1047.34,801.52,0.7498,1060.60,812.79,0.8057
