frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,0,925.83,360.97,1013.40,583.82,982.13,376.64,0.8213,986.48,373.38,0.8616,978.32,372.29,0.8098,991.37,377.73,0.8128,971.79,376.10,0.8610,1000.62,403.85,0.8223,957.10,395.68,0.7427,1004.43,434.86,0.7374,933.16,417.45,0.8227,999.54,461.51,0.7468,949.48,444.65,0.7599,988.11,467.50,0.6392,963.63,466.96,0.6180,995.18,512.66,0.6992,964.72,513.20,0.7453,995.18,539.86,0.7880,968.52,558.36,0.8029
0,bottom,1,784.94,585.17,881.77,857.48,834.69,606.98,0.7212,835.35,602.99,0.5767,834.69,602.99,0.5512,828.04,609.64,0.7361,844.66,609.64,0.7623,816.74,639.55,0.7810,858.62,638.89,0.7794,790.81,668.14,0.8102,875.24,664.15,0.8433,791.47,650.86,0.8285,859.28,642.21,0.6366,826.04,720.00,0.7349,851.31,718.00,0.7082,818.73,773.18,0.8205,845.32,761.22,0.7939,836.02,829.03,0.8603,847.32,811.74,0.7765
1,top,0,925.90,360.55,1013.62,583.76,981.20,376.79,0.8132,985.56,372.98,0.8612,977.39,372.43,0.8084,991.01,377.34,0.8285,971.39,375.70,0.8638,1000.27,403.49,0.8257,956.68,395.86,0.7447,1004.63,432.92,0.7412,933.25,417.12,0.8296,999.73,460.17,0.7568,948.51,444.91,0.7696,986.65,467.80,0.6458,963.22,467.25,0.6251,994.82,512.48,0.7025,964.85,513.02,0.7594,995.37,539.73,0.7853,968.12,558.80,0.8090
1,bottom,1,784.90,585.48,881.83,857.49,834.70,607.27,0.7287,834.70,603.28,0.5803,834.03,603.28,0.5584,827.39,609.26,0.7374,844.66,609.92,0.7700,816.10,639.81,0.7816,858.60,638.48,0.7823,790.87,669.69,0.8135,874.54,664.38,0.8460,791.53,651.76,0.8330,857.94,642.46,0.6312,826.06,720.16,0.7402,851.30,718.17,0.7120,818.09,773.95,0.8227,845.32,761.33,0.7950,836.02,829.07,0.8634,847.98,811.80,0.7809
2,top,1,928.43,360.32,1014.26,583.47,981.15,376.01,0.7825,986.06,372.20,0.8463,977.89,371.65,0.8012,990.96,377.10,0.8083,971.35,374.92,0.8808,1000.22,402.71,0.8125,957.18,395.08,0.7529,1005.67,431.58,0.7259,934.85,418.51,0.8203,1000.22,456.64,0.6827,943.56,444.11,0.7436,986.06,467.54,0.6638,962.63,466.99,0.6451,994.23,511.12,0.7108,964.81,512.21,0.7616,994.77,538.90,0.7965,968.08,557.97,0.8121
2,bottom,0,785.05,585.85,881.62,857.65,834.66,607.61,0.7386,834.66,603.63,0.5801,834.00,603.63,0.5637,827.36,609.60,0.7384,843.95,610.27,0.7772,816.08,640.79,0.7844,857.89,638.80,0.7780,790.87,670.65,0.8180,874.48,664.68,0.8466,791.53,652.74,0.8352,857.89,642.78,0.6359,825.37,720.42,0.7431,851.25,718.43,0.7132,818.07,774.17,0.8225,845.28,761.56,0.7968,835.33,829.25,0.8624,847.93,812.00,0.7835
3,top,1,930.98,360.01,1014.62,583.40,980.44,375.17,0.7898,985.35,371.36,0.8431,977.17,371.36,0.8123,990.26,376.26,0.8370,971.17,374.63,0.8593,1000.62,402.44,0.8148,955.90,395.35,0.7815,1006.62,430.80,0.7189,938.44,421.53,0.7851,998.98,451.53,0.6654,942.81,444.98,0.7306,985.89,467.89,0.6544,962.99,467.34,0.6348,994.07,512.06,0.7252,965.17,512.61,0.7588,994.62,539.33,0.8196,968.44,558.42,0.8207
3,bottom,0,785.16,585.93,881.22,857.97,834.52,607.72,0.7512,834.52,603.73,0.5822,833.19,603.73,0.5680,827.21,610.37,0.7389,843.82,610.37,0.7804,815.92,640.92,0.7777,857.76,638.93,0.7738,791.35,671.47,0.8046,873.70,664.83,0.8450,792.01,653.54,0.8284,857.76,642.92,0.6360,825.22,720.62,0.7407,851.12,718.63,0.7167,817.25,774.42,0.8168,845.15,761.14,0.7919,835.18,830.21,0.8565,847.80,811.61,0.7819
4,top,1,933.63,359.60,1013.93,583.55,980.34,375.35,0.7984,984.72,371.52,0.8255,977.06,370.98,0.8166,990.18,375.90,0.8380,970.50,374.80,0.8324,1000.03,401.05,0.7956,955.74,395.58,0.7962,1007.13,428.93,0.6333,939.88,423.46,0.7848,1006.59,426.74,0.5740,944.26,443.15,0.7146,986.36,467.75,0.6532,962.85,467.20,0.6317,994.56,512.04,0.7235,965.03,512.58,0.7520,995.11,539.38,0.8188,968.31,559.06,0.8053
4,bottom,0,785.13,586.46,881.29,857.84,833.87,608.19,0.7551,833.87,604.21,0.5859,832.55,604.21,0.5755,826.58,610.84,0.7466,843.15,611.50,0.7740,815.32,641.98,0.7764,857.06,639.99,0.7651,791.47,673.12,0.8072,873.63,664.51,0.8440,791.47,655.89,0.8078,855.74,642.64,0.6402,824.60,721.48,0.7417,851.10,720.16,0.7227,816.65,775.15,0.8200,845.14,761.90,0.7903,835.20,831.47,0.8570,847.79,812.25,0.7798
5,top,1,933.75,359.23,1016.47,583.56,981.13,374.46,0.8109,985.52,371.17,0.8126,977.30,370.63,0.8340,990.45,375.55,0.8419,970.73,373.91,0.8286,999.76,399.10,0.7832,955.94,394.72,0.8022,1009.07,424.30,0.6781,940.06,424.30,0.7885,1006.88,421.01,0.6386,946.63,447.85,0.7256,986.61,466.47,0.6517,963.61,466.47,0.6343,994.28,510.83,0.7261,965.25,512.47,0.7472,995.92,539.31,0.8135,967.99,557.93,0.8094
5,bottom,0,785.31,587.85,880.96,857.53,833.13,609.44,0.7549,833.13,605.49,0.5752,832.47,606.15,0.5736,825.89,612.74,0.7543,843.01,612.74,0.7749,814.04,643.68,0.7907,856.18,641.05,0.7667,791.65,675.28,0.8126,872.64,666.07,0.8465,791.65,658.16,0.7931,855.52,643.68,0.6501,824.57,722.69,0.7465,850.91,721.37,0.7294,815.36,775.36,0.8287,844.98,762.19,0.7844,835.11,831.32,0.8542,847.62,811.57,0.7838
6,top,1,932.83,356.66,1018.64,583.60,980.17,373.72,0.8295,984.60,369.85,0.8008,976.29,369.85,0.8612,989.59,374.28,0.8400,970.19,373.17,0.8274,999.56,397.55,0.7793,955.79,394.78,0.8107,1008.98,416.94,0.6715,939.72,423.59,0.8051,1008.42,418.05,0.6727,945.26,446.86,0.7475,986.82,466.81,0.6912,963.55,466.25,0.6783,994.57,511.13,0.7290,965.76,512.24,0.7670,996.79,538.83,0.8323,967.98,557.12,0.8381
