frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,896.11,372.87,981.57,590.41,928.22,393.47,0.7359,931.40,389.23,0.7708,923.97,389.23,0.7741,938.31,389.76,0.8440,918.66,390.82,0.7832,952.12,408.35,0.7823,907.50,410.47,0.8206,962.74,434.37,0.7845,901.66,434.90,0.7373,972.83,456.14,0.7912,905.38,450.30,0.7524,941.49,472.61,0.5974,920.25,472.61,0.6184,944.15,518.28,0.6649,918.13,513.50,0.7161,944.68,563.96,0.7522,933.00,543.24,0.7898
0,bottom,0,989.82,572.61,1110.30,835.08,1048.14,592.99,0.7320,1045.57,589.79,0.4769,1049.42,589.14,0.5268,1039.81,595.55,0.7426,1058.39,594.27,0.7203,1025.07,623.75,0.7386,1076.97,618.62,0.7648,995.59,646.18,0.8619,1102.60,648.10,0.8872,1021.86,657.71,0.6357,1089.79,632.72,0.5700,1035.32,698.08,0.6939,1060.31,696.16,0.7014,1050.06,745.50,0.7636,1068.00,755.75,0.7703,1048.14,799.97,0.7885,1063.52,811.50,0.8247
1,top,1,895.94,373.59,981.51,590.32,928.15,393.59,0.7181,931.85,389.36,0.7519,923.91,389.36,0.7534,938.73,389.89,0.8263,918.62,390.95,0.7736,951.96,408.41,0.7782,907.51,410.52,0.8179,962.54,434.33,0.7799,901.16,434.86,0.7364,973.12,456.56,0.7823,905.39,450.21,0.7419,941.90,472.43,0.5926,920.21,472.43,0.6139,944.02,518.47,0.6583,918.09,513.18,0.7122,944.55,563.97,0.7461,932.91,543.34,0.7837
1,bottom,0,990.26,572.79,1110.36,842.80,1047.67,593.75,0.7311,1045.04,590.45,0.5005,1048.99,589.14,0.5237,1039.76,595.73,0.7527,1058.22,594.41,0.7275,1025.26,624.73,0.7404,1076.02,618.80,0.7651,995.60,646.49,0.8706,1103.05,648.46,0.8770,1021.96,660.33,0.6396,1087.23,633.30,0.5739,1035.81,697.90,0.6948,1060.20,695.93,0.6993,1050.31,745.37,0.7566,1068.11,757.23,0.7543,1048.33,799.42,0.7741,1064.15,812.61,0.8137
2,top,1,896.07,374.02,981.33,590.21,928.14,393.97,0.7089,931.84,389.75,0.7429,923.92,389.75,0.7449,938.70,389.75,0.8232,919.17,391.33,0.7641,951.90,408.75,0.7769,907.56,410.33,0.8172,962.98,434.09,0.7779,901.75,435.14,0.7332,973.01,456.25,0.7807,905.98,450.45,0.7263,941.87,472.62,0.5930,920.23,473.14,0.6133,943.98,518.54,0.6594,918.12,513.26,0.7108,944.51,564.46,0.7519,932.90,543.34,0.7863
2,bottom,0,989.93,573.59,1110.73,836.46,1047.76,593.99,0.7349,1045.84,590.79,0.4806,1049.05,590.14,0.5279,1040.06,596.56,0.7347,1058.67,594.64,0.7104,1025.94,624.80,0.7320,1076.64,619.02,0.7602,995.78,647.26,0.8561,1103.60,649.19,0.8833,1021.45,660.74,0.6431,1090.76,634.43,0.5603,1035.57,698.61,0.6860,1060.60,696.04,0.6931,1050.97,745.46,0.7573,1068.30,757.65,0.7551,1048.40,800.01,0.7937,1064.45,813.49,0.8202
3,top,1,896.33,374.85,981.14,589.83,927.71,394.17,0.7062,931.39,389.44,0.7417,923.51,389.97,0.7459,938.21,389.97,0.8211,918.79,391.54,0.7620,951.86,408.86,0.7766,907.24,410.44,0.8223,962.88,434.06,0.7837,901.99,434.58,0.7401,972.32,456.10,0.7789,906.19,450.33,0.7422,942.41,472.90,0.5962,920.89,473.42,0.6153,944.51,518.56,0.6605,918.79,513.31,0.7086,944.51,564.22,0.7567,932.96,543.23,0.7873
3,bottom,0,990.08,574.19,1110.92,848.93,1047.82,594.18,0.7388,1045.80,591.50,0.5193,1048.49,590.16,0.5238,1040.44,596.86,0.7515,1058.55,595.52,0.7189,1026.35,625.71,0.7334,1075.99,619.67,0.7587,996.17,647.84,0.8509,1104.16,649.18,0.8628,1023.00,663.94,0.6439,1088.06,635.10,0.5501,1036.41,698.82,0.6897,1061.23,697.48,0.6921,1051.17,745.77,0.7482,1068.61,757.84,0.7417,1048.49,798.76,0.7714,1063.91,814.85,0.7965
4,top,1,896.39,374.94,980.84,589.75,927.60,394.24,0.6912,931.27,389.52,0.7262,923.93,390.04,0.7253,938.09,390.04,0.8085,918.68,391.61,0.7528,952.25,408.92,0.7736,907.15,410.49,0.8186,962.74,434.09,0.7783,901.90,435.14,0.7307,972.18,456.12,0.7742,906.10,450.88,0.7228,942.29,473.43,0.5933,920.78,473.43,0.6140,944.38,518.53,0.6563,918.68,513.29,0.7082,944.38,564.16,0.7566,932.85,542.66,0.7864
4,bottom,0,990.12,574.71,1111.10,848.69,1047.94,594.65,0.7309,1045.93,591.97,0.5119,1049.27,590.63,0.5203,1040.58,597.32,0.7603,1058.64,595.99,0.7231,1025.86,626.09,0.7356,1076.03,620.73,0.7605,995.76,648.83,0.8524,1104.12,649.50,0.8665,1022.52,664.21,0.6348,1090.07,636.12,0.5542,1036.56,700.33,0.6899,1061.31,698.32,0.6949,1051.28,745.82,0.7464,1068.67,759.19,0.7353,1048.60,798.66,0.7690,1063.99,815.38,0.7951
5,top,1,896.40,374.93,980.73,589.89,927.55,394.24,0.6925,931.22,389.52,0.7302,923.87,390.04,0.7276,938.57,390.04,0.8103,918.63,391.62,0.7545,952.21,408.94,0.7745,907.08,410.51,0.8192,962.71,434.13,0.7798,901.83,435.70,0.7289,972.15,456.17,0.7752,906.56,451.44,0.7202,942.24,473.49,0.5934,920.72,473.49,0.6141,944.34,518.62,0.6571,918.63,513.37,0.7062,944.34,564.28,0.7558,933.32,542.76,0.7884
5,bottom,0,990.56,575.54,1111.49,852.17,1048.32,594.99,0.7433,1046.30,592.29,0.5193,1049.00,590.93,0.5259,1040.89,597.69,0.7554,1059.13,596.34,0.7154,1026.71,626.73,0.7320,1076.01,621.33,0.7515,996.32,649.02,0.8412,1104.38,650.37,0.8554,1023.33,665.23,0.6227,1090.87,637.54,0.5497,1036.16,699.67,0.6868,1061.15,697.64,0.6873,1051.02,745.60,0.7386,1069.26,758.43,0.7298,1048.32,798.95,0.7697,1064.53,815.16,0.7801
6,top,1,896.48,374.59,980.45,589.99,927.42,395.00,0.6967,931.63,390.79,0.7295,923.74,390.79,0.7310,938.47,390.26,0.8176,918.48,391.84,0.7637,952.14,408.67,0.7766,907.44,410.77,0.8192,962.66,434.44,0.7756,901.65,436.54,0.7259,972.12,456.00,0.7744,906.91,451.79,0.7079,942.67,473.35,0.5900,921.11,473.35,0.6120,944.25,518.58,0.6622,919.01,512.79,0.7061,944.25,564.33,0.7605,933.21,543.30,0.7933
6,bottom,0,990.32,575.86,1112.00,852.88,1049.13,595.34,0.7244,1046.43,592.64,0.5157,1049.81,591.96,0.5263,1041.02,598.05,0.7488,1059.28,596.69,0.7096,1026.82,627.13,0.7291,1075.51,621.72,0.7505,996.38,650.12,0.8399,1105.27,650.80,0.8551,1022.76,666.36,0.6186,1089.71,637.27,0.5458,1036.28,700.85,0.6860,1061.31,698.82,0.6866,1051.16,745.48,0.7356,1069.42,760.36,0.7284,1047.78,798.91,0.7730,1064.01,815.82,0.7862
7,top,1,896.53,374.77,980.37,590.16,927.41,395.18,0.6934,931.09,390.44,0.7289,923.73,390.44,0.7281,938.45,389.92,0.8138,918.47,392.02,0.7594,952.12,408.85,0.7768,907.42,410.43,0.8203,962.64,434.09,0.7772,901.64,436.19,0.7263,972.10,456.18,0.7763,906.37,451.44,0.7106,942.66,473.53,0.5930,921.10,473.53,0.6135,944.23,518.23,0.6643,918.99,512.97,0.7048,944.23,564.50,0.7586,933.19,543.47,0.7937
7,bottom,0,990.18,576.42,1112.02,853.53,1049.07,595.22,0.7370,1047.04,592.52,0.5220,1049.75,592.52,0.5269,1040.95,598.61,0.7585,1059.22,597.25,0.7250,1026.74,627.70,0.7346,1076.13,622.29,0.7528,996.30,650.02,0.8413,1105.22,651.38,0.8619,1022.01,666.94,0.6181,1090.34,638.52,0.5516,1036.89,700.77,0.6863,1061.25,699.41,0.6849,1051.10,745.42,0.7391,1069.37,760.30,0.7298,1047.72,799.54,0.7772,1063.95,816.46,0.7889
8,top,1,896.61,374.75,980.35,590.08,927.44,395.15,0.6956,931.65,390.41,0.7322,923.76,390.41,0.7310,938.48,390.41,0.8175,918.50,391.99,0.7622,952.15,408.81,0.7760,907.46,410.39,0.8210,962.66,434.57,0.7758,902.21,436.15,0.7271,972.13,456.13,0.7753,906.41,451.40,0.7126,942.69,473.48,0.5894,921.13,473.48,0.6108,944.26,518.69,0.6579,919.03,512.90,0.7045,944.26,564.42,0.7530,933.22,543.40,0.7923
8,bottom,0,990.57,576.79,1112.12,853.46,1049.32,596.24,0.7317,1046.62,593.54,0.5169,1050.00,592.87,0.5232,1041.21,598.95,0.7537,1059.45,597.59,0.7184,1027.03,627.99,0.7340,1076.34,623.26,0.7533,996.63,650.96,0.8463,1105.38,652.31,0.8660,1022.30,667.17,0.6220,1089.17,638.80,0.5480,1036.49,700.94,0.6857,1061.48,699.59,0.6885,1051.35,745.52,0.7369,1068.91,761.06,0.7297,1047.97,799.56,0.7782,1064.18,816.44,0.7911
9,top,1,896.63,375.37,980.07,590.09,927.34,394.66,0.7110,931.01,389.94,0.7436,923.15,390.47,0.7464,937.82,389.94,0.8219,917.90,392.04,0.7667,952.50,408.81,0.7765,906.89,410.91,0.8247,962.46,434.50,0.7810,902.18,436.60,0.7255,972.42,456.52,0.7791,906.37,451.28,0.7105,942.54,473.29,0.5939,920.52,473.29,0.6118,944.11,517.85,0.6705,918.95,512.61,0.7019,944.11,564.51,0.7654,933.11,543.54,0.7896
9,bottom,0,991.24,577.39,1112.30,853.32,1049.75,596.12,0.7198,1047.73,593.42,0.5110,1050.42,592.75,0.5300,1041.66,598.81,0.7477,1059.85,598.14,0.7134,1026.84,628.45,0.7314,1076.69,623.74,0.7491,997.20,651.36,0.8434,1104.99,652.71,0.8594,1022.80,668.20,0.6216,1089.49,640.58,0.5415,1036.95,701.88,0.6880,1061.87,699.86,0.6888,1051.10,745.67,0.7360,1069.28,761.17,0.7306,1048.40,798.89,0.7758,1063.90,817.08,0.7854
10,top,1,896.75,375.28,980.06,590.12,927.39,394.58,0.7137,931.06,390.38,0.7471,923.20,390.38,0.7494,937.88,390.38,0.8235,917.95,391.95,0.7660,952.04,408.74,0.7776,906.94,410.84,0.8263,962.53,434.44,0.7792,902.22,436.54,0.7287,971.98,456.47,0.7815,906.41,451.22,0.7175,942.60,473.25,0.5964,920.57,473.25,0.6150,944.18,518.36,0.6699,919.00,513.12,0.7042,944.18,564.00,0.7634,933.16,543.54,0.7903
10,bottom,0,991.73,577.43,1112.01,853.41,1049.85,596.83,0.7219,1047.83,593.46,0.5152,1050.52,593.46,0.5329,1041.76,599.53,0.7516,1059.95,598.18,0.7174,1026.94,629.17,0.7348,1076.80,624.46,0.7481,997.29,652.08,0.8392,1105.10,653.43,0.8603,1022.90,668.25,0.6247,1087.58,639.95,0.5435,1037.05,701.94,0.6903,1061.98,700.59,0.6865,1051.19,746.41,0.7355,1069.39,761.23,0.7274,1048.50,798.97,0.7725,1064.00,817.16,0.7784
11,top,1,896.75,375.34,979.81,590.15,927.27,394.64,0.7224,930.94,389.92,0.7539,923.07,390.44,0.7583,937.76,389.92,0.8269,917.83,392.02,0.7670,951.92,408.80,0.7772,906.81,410.90,0.8263,962.40,434.50,0.7783,902.09,436.59,0.7309,971.84,456.52,0.7824,906.81,451.80,0.7187,942.48,472.78,0.5945,920.97,472.78,0.6125,944.05,517.88,0.6679,918.88,512.64,0.7025,944.05,564.03,0.7623,933.04,543.58,0.7893
11,bottom,0,991.98,577.56,1112.02,853.79,1049.97,596.99,0.7250,1047.95,593.61,0.5161,1050.65,593.61,0.5332,1041.88,599.68,0.7577,1060.09,599.01,0.7245,1027.05,629.36,0.7335,1076.95,624.64,0.7514,998.05,652.29,0.8433,1105.27,654.31,0.8646,1023.00,668.47,0.6277,1086.39,640.15,0.5504,1037.16,702.19,0.6915,1062.79,700.84,0.6900,1051.32,746.03,0.7371,1069.53,761.54,0.7299,1047.95,798.63,0.7731,1064.14,817.51,0.7840
12,top,1,896.75,375.49,979.74,590.13,926.72,394.25,0.7277,930.39,390.06,0.7616,922.53,390.06,0.7654,937.72,390.06,0.8295,917.81,391.63,0.7682,951.87,408.92,0.7757,906.81,411.02,0.8258,962.35,434.60,0.7767,902.61,436.70,0.7319,971.79,456.61,0.7800,906.81,451.89,0.7196,942.44,472.85,0.5925,920.96,472.85,0.6096,944.01,517.92,0.6649,919.38,512.68,0.6994,944.54,564.03,0.7591,933.01,543.60,0.7881
