frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,1021.52,367.04,1109.37,569.26,1056.56,386.20,0.7453,1060.51,382.25,0.7406,1052.61,382.74,0.7944,1069.40,382.25,0.8217,1049.15,384.22,0.7627,1079.76,394.10,0.7508,1041.75,402.99,0.7845,1101.98,404.96,0.7682,1027.43,430.63,0.7874,1100.50,414.34,0.7030,1043.72,423.72,0.5921,1071.37,454.82,0.6209,1052.61,456.30,0.5944,1074.83,493.33,0.7145,1056.07,500.74,0.7331,1058.54,522.46,0.8028,1052.12,548.13,0.7868
0,bottom,0,876.84,571.86,967.37,841.59,906.96,594.78,0.6068,900.38,589.51,0.4457,910.91,589.51,0.4581,899.06,596.76,0.7177,922.11,594.78,0.7857,886.55,628.37,0.8395,939.89,625.73,0.7649,882.60,671.83,0.7580,962.28,662.61,0.8106,891.82,702.12,0.6578,953.72,694.22,0.7729,905.64,710.68,0.6828,932.64,708.05,0.6959,907.62,764.02,0.8181,936.60,754.14,0.7699,914.21,823.29,0.8384,940.55,800.90,0.7907
1,top,1,1021.34,366.65,1109.34,568.91,1058.43,384.33,0.6521,1061.88,380.38,0.6692,1054.48,380.87,0.6820,1069.29,380.87,0.7684,1050.03,383.34,0.7571,1079.66,392.72,0.7489,1042.13,401.61,0.7759,1101.88,404.08,0.7622,1026.82,429.26,0.8001,1100.40,413.46,0.7021,1045.09,421.36,0.6073,1071.27,454.45,0.6198,1053.00,455.93,0.6006,1074.72,492.96,0.7046,1055.46,500.37,0.7349,1058.43,522.10,0.7981,1052.01,548.27,0.7891
1,bottom,0,877.21,571.85,969.83,841.75,907.04,594.78,0.6219,899.79,589.51,0.4661,911.00,589.51,0.4661,898.48,596.76,0.7222,921.54,594.78,0.7936,886.62,628.39,0.8381,939.99,624.44,0.7585,883.32,672.54,0.7465,964.37,660.02,0.8049,895.18,698.90,0.6388,955.80,690.33,0.7802,907.04,710.10,0.6785,933.40,708.12,0.6932,907.70,764.79,0.8123,937.35,754.25,0.7739,914.29,822.78,0.8299,941.31,801.03,0.7903
2,top,1,1021.42,365.27,1109.31,568.91,1058.40,383.57,0.6794,1061.88,379.59,0.6836,1053.93,380.58,0.7087,1069.34,380.09,0.7770,1049.95,382.57,0.7548,1079.78,393.01,0.7470,1042.00,401.46,0.7784,1101.66,403.95,0.7495,1027.08,428.31,0.8026,1099.17,412.90,0.6527,1044.48,420.36,0.6102,1071.83,454.66,0.6244,1052.93,456.65,0.6091,1074.81,492.45,0.7017,1055.92,500.90,0.7369,1058.40,521.78,0.7974,1051.94,548.13,0.7934
2,bottom,0,877.44,571.33,973.78,842.59,907.07,594.37,0.6150,900.44,589.74,0.4732,912.37,589.08,0.4736,898.46,596.36,0.7167,920.97,594.37,0.7965,887.20,628.15,0.8397,940.18,623.51,0.7506,884.55,671.20,0.7401,967.33,655.97,0.8060,897.13,694.38,0.6236,957.40,685.77,0.7841,907.73,708.95,0.6814,934.88,706.96,0.6933,908.39,764.58,0.8109,938.19,753.98,0.7752,914.35,822.86,0.8317,940.84,801.67,0.8059
3,top,1,1021.07,364.71,1109.10,569.34,1058.59,382.59,0.6723,1062.09,378.60,0.6794,1054.09,379.60,0.6984,1069.58,379.10,0.7773,1050.10,381.60,0.7681,1079.07,391.59,0.7452,1042.10,400.58,0.7753,1101.56,403.08,0.7549,1026.62,428.06,0.8008,1099.06,411.57,0.6200,1043.60,420.56,0.5946,1072.08,455.04,0.6245,1053.09,457.03,0.6105,1075.08,492.51,0.7033,1056.09,501.00,0.7405,1058.59,521.98,0.7981,1052.09,547.96,0.7981
3,bottom,0,877.93,571.12,975.97,842.66,906.40,593.53,0.6135,899.77,588.89,0.4908,912.37,588.89,0.4530,898.45,595.52,0.7232,920.32,594.19,0.7974,887.84,628.00,0.8358,939.55,622.03,0.7341,885.19,669.10,0.7266,969.38,651.20,0.7904,897.78,688.33,0.5853,958.11,679.71,0.7724,909.05,706.89,0.6773,936.23,704.90,0.6888,908.39,763.24,0.8016,938.89,753.30,0.7723,914.36,822.90,0.8280,940.87,801.69,0.8079
4,top,1,1020.68,364.81,1108.91,569.24,1057.81,382.17,0.6891,1061.30,378.18,0.6947,1053.81,378.68,0.7146,1069.29,378.68,0.7830,1049.82,380.68,0.7709,1078.77,391.16,0.7427,1041.83,400.14,0.7736,1101.73,402.14,0.7629,1025.86,427.09,0.7976,1098.73,410.12,0.6470,1043.83,418.61,0.6014,1071.78,454.55,0.6192,1053.31,456.04,0.6033,1075.27,492.48,0.6991,1055.81,500.46,0.7344,1058.31,522.42,0.7975,1052.32,547.88,0.7915
4,bottom,0,878.97,571.32,978.95,841.50,906.54,592.95,0.6230,900.60,589.00,0.5152,913.13,588.34,0.4451,897.96,595.59,0.7399,920.39,593.61,0.7818,888.07,627.91,0.8306,940.18,620.66,0.7221,886.75,667.49,0.7038,971.84,645.72,0.7809,899.94,683.32,0.5459,959.31,673.43,0.7527,909.83,705.75,0.6817,937.54,703.77,0.6846,908.51,761.82,0.7972,939.52,751.92,0.7548,913.79,821.84,0.8263,941.50,800.73,0.7942
