frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,1016.73,360.55,1101.94,568.26,1057.31,377.69,0.8440,1060.86,374.14,0.8556,1052.74,374.14,0.8309,1067.45,375.16,0.8228,1047.67,377.18,0.8558,1075.56,389.86,0.7631,1040.07,395.44,0.7575,1096.86,405.07,0.7071,1022.82,422.82,0.8097,1088.75,408.12,0.5020,1042.09,409.64,0.6676,1066.43,454.26,0.6433,1048.69,454.77,0.6234,1061.36,496.86,0.6447,1051.73,498.89,0.7576,1048.69,528.30,0.7193,1051.22,546.05,0.7648
0,bottom,0,885.34,574.15,968.90,834.59,936.02,592.46,0.6959,934.11,588.65,0.4932,939.83,590.56,0.4282,925.21,593.73,0.7458,944.92,595.64,0.7295,911.22,615.35,0.7658,958.27,623.62,0.7967,890.87,650.33,0.7668,964.00,665.59,0.7149,903.59,661.77,0.6134,951.28,678.94,0.4785,920.76,691.65,0.6472,947.46,692.29,0.6508,908.04,752.70,0.7616,943.01,743.79,0.7344,913.76,813.10,0.8141,941.74,797.21,0.7924
1,top,1,1016.80,359.04,1101.39,567.33,1057.06,375.72,0.8540,1061.13,372.16,0.8588,1052.99,372.16,0.8404,1067.74,373.18,0.8415,1047.91,375.21,0.8616,1075.88,388.44,0.7716,1039.77,394.03,0.7665,1096.73,405.22,0.7205,1022.99,422.00,0.8199,1087.57,406.74,0.5026,1042.32,408.27,0.6960,1066.72,453.52,0.6445,1048.93,453.52,0.6263,1061.13,495.73,0.6670,1050.96,497.76,0.7568,1048.93,527.76,0.7304,1050.45,545.05,0.7679
1,bottom,0,884.58,573.58,968.40,835.18,935.43,592.61,0.6900,933.51,588.14,0.4957,939.90,589.42,0.4380,924.57,593.25,0.7409,944.37,595.16,0.7297,910.52,616.24,0.7666,957.78,623.90,0.7991,890.72,650.73,0.7710,962.89,665.42,0.7273,902.22,661.59,0.6271,950.76,678.19,0.4967,920.10,692.88,0.6526,946.92,693.52,0.6551,908.60,753.56,0.7592,943.09,744.61,0.7299,914.99,814.23,0.8130,941.82,797.63,0.7958
2,top,1,1017.19,357.93,1101.69,566.64,1057.40,375.66,0.8668,1060.97,371.59,0.8736,1052.82,371.59,0.8514,1068.10,372.60,0.8446,1048.23,374.13,0.8628,1075.74,388.40,0.7663,1040.59,392.99,0.7671,1096.13,403.69,0.7055,1023.77,419.99,0.8140,1088.99,405.72,0.5064,1042.62,406.74,0.6795,1066.06,453.11,0.6515,1048.74,453.62,0.6359,1060.46,495.40,0.6655,1051.29,496.93,0.7612,1048.74,527.51,0.7298,1050.27,543.30,0.7665
2,bottom,0,883.72,573.06,967.38,835.58,935.17,592.80,0.6847,932.60,588.31,0.4912,939.65,589.60,0.4422,923.63,593.44,0.7427,943.50,594.72,0.7326,909.53,616.51,0.7702,956.96,624.21,0.8021,889.66,651.12,0.7719,962.08,665.86,0.7349,901.20,662.02,0.6330,949.91,677.40,0.4997,919.14,694.07,0.6575,946.06,694.07,0.6615,908.89,754.95,0.7624,942.22,744.70,0.7315,915.94,815.84,0.8141,942.22,797.25,0.7839
3,top,1,1017.31,357.44,1101.94,566.30,1057.59,374.68,0.8553,1061.16,370.60,0.8632,1053.51,370.60,0.8455,1068.29,371.62,0.8481,1047.90,373.66,0.8545,1075.94,387.93,0.7634,1040.25,392.01,0.7646,1095.83,403.23,0.7109,1023.42,419.55,0.8120,1087.67,404.76,0.4835,1043.31,405.27,0.6829,1065.75,453.20,0.6536,1048.41,453.20,0.6398,1060.14,495.01,0.6695,1050.96,497.05,0.7630,1048.92,527.14,0.7346,1049.94,543.46,0.7705
3,bottom,0,883.48,572.81,967.23,836.92,933.74,592.67,0.6820,931.16,588.15,0.5042,938.25,589.44,0.4485,922.78,593.31,0.7494,942.77,594.60,0.7365,908.59,617.17,0.7713,956.31,624.26,0.8081,889.25,652.63,0.7753,960.82,666.18,0.7245,901.50,662.31,0.6235,946.63,677.78,0.4915,918.26,695.19,0.6622,944.70,695.19,0.6736,909.88,755.80,0.7647,942.12,745.49,0.7310,916.33,817.06,0.8186,942.12,797.07,0.7828
4,top,1,1017.24,356.57,1102.03,566.13,1057.08,373.35,0.8585,1061.17,369.77,0.8622,1052.98,369.77,0.8468,1067.82,371.31,0.8491,1047.87,372.84,0.8585,1076.01,387.17,0.7738,1040.19,392.28,0.7691,1095.96,403.03,0.7220,1023.31,419.40,0.8176,1086.75,405.07,0.4940,1042.24,405.07,0.6817,1065.77,452.65,0.6546,1048.89,452.65,0.6417,1059.64,495.63,0.6773,1050.94,496.65,0.7675,1048.89,527.35,0.7373,1050.43,543.72,0.7739
4,bottom,0,882.90,572.28,965.42,835.92,932.53,592.75,0.6701,929.31,588.24,0.4947,937.68,589.53,0.4410,921.59,593.39,0.7566,941.54,594.68,0.7399,907.43,617.85,0.7757,955.06,624.93,0.8064,888.12,653.25,0.7729,959.56,667.41,0.7167,899.70,662.26,0.6293,946.69,678.35,0.4729,917.72,696.38,0.6693,943.47,696.38,0.6808,910.00,756.88,0.7695,941.54,745.30,0.7345,916.44,818.03,0.8302,941.54,796.79,0.7903
