frame,player,det_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,nose_x,nose_y,nose_s,L_eye_x,L_eye_y,L_eye_s,R_eye_x,R_eye_y,R_eye_s,L_ear_x,L_ear_y,L_ear_s,R_ear_x,R_ear_y,R_ear_s,L_shoulder_x,L_shoulder_y,L_shoulder_s,R_shoulder_x,R_shoulder_y,R_shoulder_s,L_elbow_x,L_elbow_y,L_elbow_s,R_elbow_x,R_elbow_y,R_elbow_s,L_wrist_x,L_wrist_y,L_wrist_s,R_wrist_x,R_wrist_y,R_wrist_s,L_hip_x,L_hip_y,L_hip_s,R_hip_x,R_hip_y,R_hip_s,L_knee_x,L_knee_y,L_knee_s,R_knee_x,R_knee_y,R_knee_s,L_ankle_x,L_ankle_y,L_ankle_s,R_ankle_x,R_ankle_y,R_ankle_s
0,top,1,894.83,394.10,984.87,590.53,940.33,413.19,0.8230,944.16,409.35,0.8184,936.49,408.87,0.7859,948.96,410.79,0.7918,929.78,409.35,0.8111,959.51,430.45,0.7653,916.35,420.38,0.7686,967.18,461.62,0.6741,902.92,443.40,0.7199,976.77,492.32,0.6563,900.53,468.34,0.6703,949.92,476.97,0.5643,927.38,474.57,0.5698,948.48,522.53,0.6769,928.34,511.02,0.5088,946.08,567.61,0.7601,933.61,540.75,0.7479
0,bottom,0,1008.49,577.60,1094.62,841.58,1060.58,601.32,0.7444,1060.58,596.16,0.5429,1064.44,597.45,0.5191,1047.04,600.03,0.8152,1067.66,603.25,0.7606,1030.29,625.81,0.8200,1076.69,636.12,0.8095,1016.11,665.12,0.7947,1081.84,678.01,0.8074,1014.17,697.34,0.7932,1088.29,714.10,0.7771,1039.95,712.17,0.7039,1062.51,713.46,0.6806,1046.40,758.57,0.7711,1062.51,763.08,0.7778,1053.49,805.61,0.7271,1045.75,823.02,0.7838
1,top,1,895.11,390.40,985.09,590.31,938.64,410.31,0.8377,943.03,406.41,0.8302,935.22,405.43,0.7933,948.40,407.87,0.8020,928.87,406.90,0.8344,959.13,428.37,0.7823,916.18,419.59,0.7756,967.43,460.10,0.6815,902.03,442.04,0.7181,976.70,490.36,0.6636,900.57,465.95,0.7074,949.37,477.67,0.5775,927.41,475.23,0.5862,948.88,523.06,0.6891,928.87,513.30,0.5481,945.96,567.96,0.7749,933.75,542.58,0.7565
1,bottom,0,1008.42,577.53,1094.79,841.53,1061.28,601.24,0.7452,1060.63,596.09,0.5424,1064.50,597.38,0.5200,1047.10,599.96,0.8107,1067.72,603.18,0.7613,1030.34,626.38,0.8198,1076.74,636.05,0.8061,1016.16,665.05,0.7965,1081.90,677.95,0.8047,1014.87,697.28,0.7937,1088.35,714.04,0.7730,1040.01,712.11,0.7046,1062.56,713.40,0.6823,1046.45,758.51,0.7700,1062.56,763.03,0.7794,1053.54,805.57,0.7282,1045.16,822.97,0.7857
2,top,1,894.30,390.06,985.25,590.65,938.31,407.10,0.8290,942.72,403.68,0.8299,934.39,402.70,0.7911,947.61,406.13,0.7963,928.02,404.66,0.8315,958.88,426.69,0.7828,915.29,418.86,0.7819,967.20,458.52,0.7000,900.60,441.87,0.7433,977.00,488.89,0.6890,900.11,465.38,0.6866,948.59,477.62,0.5831,926.56,475.67,0.5895,948.10,522.68,0.6988,929.00,513.86,0.5451,945.65,567.73,0.7745,933.90,542.76,0.7634
2,bottom,0,1008.70,577.54,1095.53,841.43,1061.13,601.25,0.7486,1060.49,596.09,0.5395,1064.35,597.38,0.5119,1047.60,599.96,0.8131,1067.57,603.18,0.7534,1030.21,625.73,0.8173,1076.59,636.04,0.8050,1016.68,665.03,0.7934,1081.75,678.56,0.8072,1015.39,697.25,0.7916,1088.83,714.00,0.7741,1039.87,712.06,0.7044,1062.42,713.35,0.6772,1046.31,758.45,0.7730,1063.06,762.96,0.7795,1053.40,806.13,0.7313,1045.67,822.88,0.7807
3,top,1,893.94,386.88,985.37,591.40,937.66,405.76,0.8355,941.65,401.76,0.8389,933.66,401.26,0.7868,947.14,404.26,0.7912,927.17,402.76,0.8406,957.63,424.73,0.7846,914.19,417.24,0.7883,967.12,456.69,0.6948,900.21,440.21,0.7505,977.10,487.64,0.6821,900.21,462.68,0.7058,947.64,478.15,0.5903,926.17,476.66,0.5931,948.14,522.59,0.6926,928.17,514.10,0.5481,946.14,568.03,0.7771,934.66,544.06,0.7747
3,bottom,0,1008.94,577.52,1095.54,841.35,1061.26,601.22,0.7495,1060.61,596.07,0.5400,1064.48,597.36,0.5197,1047.73,599.93,0.8147,1067.70,603.15,0.7589,1030.34,626.34,0.8176,1076.72,636.65,0.8034,1016.81,664.99,0.7935,1081.87,678.52,0.8074,1015.52,697.84,0.7902,1088.31,713.94,0.7744,1040.00,712.01,0.7018,1062.55,713.30,0.6751,1046.44,758.39,0.7709,1062.55,762.90,0.7786,1052.88,806.05,0.7303,1045.80,822.16,0.7783
4,top,1,893.46,385.14,986.27,591.00,936.85,403.14,0.8040,940.87,399.62,0.8037,932.83,398.61,0.7664,945.90,401.63,0.7756,926.29,400.62,0.8319,956.95,422.74,0.7867,912.72,415.70,0.8011,967.00,453.90,0.6977,899.66,438.32,0.7858,977.56,483.55,0.6807,899.66,459.93,0.7595,946.40,478.02,0.5973,925.29,477.02,0.5986,947.40,522.25,0.7083,928.81,517.22,0.5762,945.90,567.48,0.7791,934.84,544.87,0.7838
4,bottom,0,1009.16,577.44,1095.46,841.46,1061.34,601.16,0.7626,1061.34,596.00,0.5548,1063.92,597.29,0.5308,1047.80,599.87,0.8158,1067.78,603.09,0.7592,1030.40,626.30,0.8199,1076.16,636.61,0.8057,1016.86,665.62,0.7940,1081.96,678.51,0.8089,1015.57,697.85,0.7947,1089.05,713.96,0.7775,1039.42,711.38,0.7015,1062.63,712.67,0.6725,1046.51,758.44,0.7704,1062.63,762.95,0.7826,1052.96,806.14,0.7351,1045.22,822.25,0.7842
5,top,1,893.22,384.30,985.16,590.64,936.17,401.83,0.7960,940.20,398.31,0.8104,932.14,397.30,0.7561,945.24,400.32,0.7805,925.59,399.32,0.8315,956.83,419.97,0.7915,912.49,414.43,0.8085,966.90,450.19,0.7072,898.89,437.60,0.7956,976.98,479.41,0.6919,899.90,457.25,0.7754,945.74,477.90,0.6010,924.59,476.89,0.5993,947.25,521.22,0.6934,928.62,517.70,0.5906,945.74,566.56,0.7731,934.66,544.90,0.7819
5,bottom,0,1009.32,577.36,1096.04,841.42,1061.71,601.73,0.7536,1061.71,595.93,0.5456,1064.93,597.22,0.5265,1047.52,600.44,0.8201,1068.15,603.02,0.7617,1030.76,626.23,0.8173,1076.53,636.54,0.8025,1016.58,665.55,0.7944,1081.69,678.45,0.8042,1015.94,698.43,0.7974,1088.78,714.55,0.7721,1039.79,711.97,0.7019,1062.35,712.61,0.6712,1046.23,758.38,0.7742,1063.00,762.90,0.7803,1052.68,805.44,0.7332,1045.59,822.21,0.7830
6,top,1,893.49,382.79,984.81,590.44,935.10,400.94,0.7762,939.15,396.88,0.7807,931.04,396.38,0.7447,944.73,398.91,0.7817,924.96,397.90,0.8221,956.39,418.18,0.7885,911.78,413.11,0.8085,966.53,448.09,0.7130,899.10,435.92,0.8001,977.17,476.98,0.6959,900.12,454.68,0.7796,945.23,476.48,0.5951,923.44,474.95,0.5993,946.25,520.58,0.6711,925.97,514.50,0.6053,945.74,566.21,0.7575,934.59,544.41,0.7886
6,bottom,0,1009.24,577.30,1096.34,841.44,1061.18,601.03,0.7592,1061.18,595.87,0.5537,1064.40,597.16,0.5278,1047.63,600.39,0.8175,1067.62,602.97,0.7584,1030.22,626.18,0.8198,1076.01,636.50,0.8043,1016.68,665.52,0.7939,1081.81,679.06,0.8044,1016.03,698.41,0.7962,1089.55,714.53,0.7649,1039.89,711.31,0.7048,1062.47,712.60,0.6709,1046.34,758.38,0.7737,1063.11,762.90,0.7805,1052.79,805.46,0.7300,1045.70,822.23,0.7823
7,top,1,893.68,380.38,984.77,589.74,934.62,400.72,0.7599,938.71,396.63,0.7620,930.54,396.12,0.7331,944.34,397.65,0.7987,924.40,397.65,0.8158,956.09,417.08,0.7864,911.62,411.97,0.8129,966.83,446.21,0.7228,898.85,434.97,0.7913,977.56,473.81,0.7073,900.38,453.88,0.7725,945.36,474.84,0.5823,922.87,473.30,0.5913,945.87,519.82,0.6578,924.40,512.66,0.6039,945.36,565.31,0.7434,934.11,544.35,0.7873
7,bottom,0,1009.24,577.37,1096.50,841.45,1061.25,601.09,0.7617,1061.25,595.94,0.5544,1063.83,597.23,0.5237,1047.71,600.45,0.8163,1067.70,603.03,0.7542,1030.30,626.24,0.8205,1076.08,636.55,0.8049,1016.76,666.21,0.7947,1081.24,679.11,0.8036,1016.12,698.45,0.7977,1089.62,715.21,0.7656,1039.33,711.34,0.7056,1062.54,712.63,0.6702,1046.42,759.05,0.7760,1062.54,762.92,0.7830,1052.87,806.12,0.7273,1045.78,822.24,0.7824
8,top,1,893.59,377.32,984.71,590.45,934.47,399.07,0.7811,938.11,394.91,0.7802,930.30,394.39,0.7575,943.83,395.95,0.8120,924.06,395.95,0.8398,955.80,415.20,0.7869,911.57,411.04,0.8196,966.73,442.78,0.7356,899.08,434.46,0.7773,977.13,470.36,0.7178,901.17,453.19,0.7712,944.35,474.00,0.5751,921.98,472.96,0.5866,944.87,519.27,0.6823,923.02,511.98,0.6314,944.87,565.58,0.7671,933.95,544.25,0.7952
8,bottom,0,1009.05,577.33,1097.07,841.40,1061.44,601.06,0.7665,1061.44,595.90,0.5596,1064.02,596.55,0.5270,1047.90,599.77,0.8144,1067.89,602.99,0.7563,1030.50,626.20,0.8208,1076.27,636.52,0.8091,1016.96,666.17,0.7933,1081.43,679.07,0.8015,1015.67,698.41,0.7995,1089.16,715.17,0.7640,1039.52,711.30,0.7100,1062.73,712.59,0.6709,1045.97,759.01,0.7789,1062.73,763.52,0.7898,1053.06,806.72,0.7301,1045.32,822.19,0.7864
